"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.144959310E2,2.186211109E0,2.251060963E0,-3.418147087E0
4.145059910E2,2.479965210E0,3.244119167E0,-2.063850880E0
4.145160520E2,2.478422403E0,4.617446423E0,-9.972157478E-1
4.145261120E2,2.515655279E0,5.516457081E0,-4.687017798E-1
4.145361730E2,2.602772713E0,4.735709190E0,9.656028450E-2
4.145462340E2,2.312412977E0,3.578203678E0,3.228283226E-1
4.145562940E2,1.366636157E0,2.220333576E0,1.633749008E-1
4.145663550E2,1.969587505E-1,1.092087984E0,2.031713128E-1
4.145764150E2,-6.923493147E-1,7.876046896E-1,4.187101126E-1
4.145864760E2,-1.176245213E0,5.877221823E-1,6.873607635E-1
4.145965360E2,-1.311139464E0,3.165080845E-1,8.620918393E-1
4.146065970E2,-1.474648237E0,-2.684669495E-1,9.960142374E-1
4.146166580E2,-1.986608863E0,-1.247484088E0,9.527638555E-1
4.146267180E2,-2.310448408E0,-1.736070633E0,6.701702476E-1
4.146367790E2,-2.375540733E0,-1.663685918E0,7.137545347E-1
4.146468390E2,-2.421430588E0,-1.450923800E0,9.096313715E-1
4.146569000E2,-2.247280121E0,-1.037984490E0,1.140310168E0
4.146669600E2,-2.002258778E0,-6.376505494E-1,1.372883201E0
4.146770210E2,-2.111477375E0,-7.159762383E-1,1.503952026E0
4.146870810E2,-2.516077995E0,-1.901265144E0,1.524303317E0
4.146971420E2,-2.727644205E0,-3.885247469E0,1.350961328E0
4.147072030E2,-2.409212589E0,-5.174457550E0,1.235168934E0
4.147172630E2,-1.851880312E0,-5.042921543E0,1.206029892E0
4.147273240E2,-1.869910717E0,-3.999900103E0,1.106582642E0
4.147373840E2,-1.876016259E0,-2.851018667E0,1.135979891E0
4.147474450E2,-1.209597945E0,-2.416606188E0,9.678774476E-1
4.147575050E2,-3.615970314E-1,-1.429172158E0,1.300592870E-1
4.147675660E2,7.992737740E-2,-5.538651943E-1,-1.992653459E-1
4.147776270E2,-7.906616926E-1,-3.403187752E0,1.677072287E0
4.147876870E2,-3.316370487E0,-3.334482908E0,2.193297148E0
4.147977480E2,-4.728076458E0,1.774737239E0,8.447521925E-1
4.148078080E2,-2.779732704E0,3.032450438E0,4.891054034E-1
4.148178690E2,-7.312859297E-1,4.285692692E0,1.289845109E0
4.148279290E2,7.012963295E-1,5.035285473E0,2.592867613E0
4.148379900E2,9.847254753E-1,5.083040714E0,3.324004889E0
4.148480500E2,1.895359606E-1,4.601655960E0,3.018631220E0
4.148581110E2,-3.496438503E0,2.402089983E-1,1.932591796E0
4.148681720E2,-8.276078224E0,-5.117354393E0,5.667417049E-1
4.148782320E2,-9.497084618E0,-6.058973789E0,-1.583941132E-1
4.148882930E2,-8.902007103E0,-3.678436279E0,-4.035815001E-1
4.148983530E2,-5.972057343E0,-1.494398475E0,-2.054088712E-1
4.149084140E2,-2.641726971E0,-4.577819407E-1,4.799779952E-1
4.149184740E2,-1.807237148E0,-1.982566357E0,1.151106596E0
4.149285350E2,-2.399201870E0,-3.022182226E0,1.431753397E0
4.149385960E2,-2.474082232E0,-1.175192118E0,1.494163275E0
4.149486560E2,-1.144320846E0,6.164891124E-1,1.756626844E0
4.149587170E2,-3.618144393E-1,3.794670478E-2,1.728597403E0
4.149687770E2,-6.944075823E-1,-6.783733368E-1,1.379672766E0
4.149788380E2,-6.427716613E-1,-5.892093778E-1,8.858144879E-1
4.149888980E2,-9.051036835E-2,-7.097997069E-1,3.140047491E-1
4.149989590E2,2.965510190E-1,-4.727405012E-1,-1.793515980E-1
4.150090190E2,6.997778416E-1,4.100606441E-1,-6.422063708E-1
4.150190800E2,1.072435617E0,1.330528498E0,-9.940746427E-1
4.150291410E2,1.262849808E0,1.902783513E0,-1.054549694E0
4.150392010E2,1.355301738E0,1.942185760E0,-9.837611914E-1
4.150492620E2,1.533271432E0,1.518161774E0,-9.435788393E-1
4.150593220E2,2.100787640E0,6.728533506E-1,-8.605936766E-1
4.150693830E2,2.946126223E0,-1.697912961E-1,-7.330812812E-1
4.150794430E2,3.434364557E0,-2.402745187E-1,-7.999132872E-1
4.150895040E2,3.600645542E0,1.514572948E-1,-1.031760573E0
4.150995640E2,3.645287275E0,4.502195120E-1,-1.188718915E0
4.151096250E2,3.723317862E0,6.403385997E-1,-1.182307243E0
4.151196860E2,3.947867155E0,5.444320440E-1,-1.038024664E0
4.151297460E2,4.300275803E0,1.619919986E-1,-9.175274968E-1
4.151398070E2,4.702800274E0,3.375419080E-1,-1.089318037E0
4.151498670E2,5.833621502E0,2.264775515E0,-1.730721951E0
4.151599280E2,6.752076149E0,4.118849277E0,-2.958569527E0
4.151699880E2,4.998247147E0,1.358513474E0,-4.157618999E0
4.151800490E2,4.056157589E0,-3.169972897E-1,-4.855852127E0
4.151901100E2,3.822754383E0,-9.926223159E-1,-4.312372208E0
4.152001700E2,3.214382172E0,-2.801921606E0,-1.628108025E0
4.152102310E2,3.046923399E0,-3.818037987E0,2.628498673E-1
4.152202910E2,3.161653996E0,-2.030146599E0,-1.564513803E0
4.152303520E2,2.562435389E0,-6.520015597E-1,-4.113631725E0
4.152404120E2,1.993222833E0,4.348971844E-1,-5.357387066E0
4.152504730E2,1.865908265E0,2.651350975E0,-5.343235970E0
4.152605330E2,1.805371165E0,4.390024662E0,-4.353100777E0
4.152705940E2,1.709058762E0,5.622964859E0,-2.401024818E0
4.152806550E2,1.624781370E0,6.220633030E0,-8.921496272E-1
4.152907150E2,1.643336177E0,5.388704300E0,-2.015610337E-1
4.153007760E2,1.912961960E0,4.891860485E0,8.788748831E-2
4.153108363E2,1.712170601E0,4.022353172E0,2.609721720E-1
4.153208973E2,6.465118527E-1,2.409882784E0,1.753397733E-1
4.153309573E2,-7.120659351E-1,6.708109379E-1,1.295400560E-1
4.153410183E2,-1.589952230E0,1.240769774E-1,3.919816315E-1
4.153510793E2,-2.067258835E0,-2.939074636E-1,8.897639513E-1
4.153611393E2,-2.306341171E0,-1.321564078E0,1.337923646E0
4.153712003E2,-2.617232323E0,-2.817855835E0,1.349971294E0
4.153812603E2,-2.735739470E0,-3.365836382E0,1.097137213E0
4.153913213E2,-2.781729698E0,-3.168779373E0,9.484114051E-1
4.154013813E2,-2.822471857E0,-2.953941822E0,1.140608907E0
4.154114423E2,-2.536394596E0,-2.597605944E0,1.344299436E0
4.154215023E2,-2.037420988E0,-1.993296385E0,1.547961473E0
4.154315633E2,-1.792361021E0,-1.377134085E0,1.732827663E0
4.154416243E2,-1.832117438E0,-1.484904408E0,1.799780726E0
4.154516843E2,-1.950900555E0,-2.518688917E0,1.681545973E0
4.154617453E2,-1.976219058E0,-3.944580793E0,1.607373834E0
4.154718053E2,-1.727085114E0,-4.457269192E0,1.530398369E0
4.154818663E2,-1.193745732E0,-3.838125706E0,1.181293488E0
4.154919263E2,-6.906893253E-1,-2.842819929E0,7.720276713E-1
4.155019873E2,-7.063889503E-1,-2.442782164E0,6.698303819E-1
4.155120473E2,-7.295278311E-1,-3.086720705E0,8.083653450E-1
4.155221083E2,-2.917107642E-1,-3.732291698E0,1.078544259E0
4.155321693E2,4.362472594E-1,-2.864305258E0,1.042553186E0
4.155422293E2,5.682648420E-1,-1.563906550E0,5.339514017E-1
4.155522903E2,-6.162666082E-1,3.516681492E-1,6.727508307E-1
4.155623503E2,-4.742615223E0,3.837319374E0,3.249235153E0
4.155724113E2,-6.570906162E0,5.482418060E0,2.537058592E0
4.155824713E2,-1.235499620E0,1.499028921E0,2.072584152E0
4.155925323E2,2.331996202E0,1.278738379E0,2.820119619E0
4.156025933E2,3.587355852E0,2.473875523E0,2.925229311E0
4.156126533E2,1.849580169E0,3.172237396E0,2.618416548E0
4.156227143E2,-3.765537024E0,1.768178344E0,1.814915895E0
4.156327743E2,-8.751322746E0,-1.112587333E0,7.625247836E-1
4.156428353E2,-1.083400345E1,-2.702338934E0,-9.915584698E-3
4.156528953E2,-1.009876156E1,-2.121646166E0,-4.082629383E-1
4.156629563E2,-5.024627686E0,-1.874846935E0,2.110287175E-2
4.156730173E2,-2.239717007E0,-1.543492794E0,1.047643781E0
4.156830773E2,-2.239256382E0,-1.317193389E0,1.859716773E0
4.156931383E2,-2.736269951E0,-8.640132546E-1,2.129642487E0
4.157031983E2,-2.285226345E0,-2.423327863E-1,2.158807755E0
4.157132593E2,-1.495758891E0,-6.166238189E-1,2.022161245E0
4.157233193E2,-1.324407458E0,-1.101462364E0,1.666172862E0
4.157333803E2,-1.271659374E0,-8.491140008E-1,1.357852101E0
4.157434403E2,-1.226225257E0,-4.262568355E-1,1.260557055E0
4.157535013E2,-9.862061739E-1,-3.434437215E-1,9.482551217E-1
4.157635623E2,-4.310343266E-1,-3.702012897E-1,3.456049860E-1
4.157736223E2,1.660360098E-1,-2.589677274E-1,-1.814527214E-1
4.157836833E2,7.205794454E-1,-6.860106438E-2,-5.690409541E-1
4.157937433E2,1.167087436E0,5.395094156E-1,-8.587806225E-1
4.158038043E2,1.394126892E0,1.173897028E0,-9.858446717E-1
4.158138643E2,1.400126457E0,1.437307954E0,-1.030897260E0
4.158239253E2,1.432650328E0,1.223214865E0,-1.040046334E0
4.158339863E2,2.072842360E0,5.749380589E-1,-9.870002866E-1
4.158440463E2,3.002520323E0,1.015048549E-1,-9.375620484E-1
4.158541073E2,3.582401514E0,1.660505682E-1,-9.709253311E-1
4.158641673E2,3.861876726E0,4.024908245E-1,-1.041522026E0
4.158742283E2,3.929678202E0,5.005356073E-1,-1.113060951E0
4.158842883E2,3.992361784E0,6.902077794E-1,-1.157266378E0
4.158943493E2,4.202180386E0,9.412884712E-1,-1.158952117E0
4.159044093E2,4.348970413E0,9.674763680E-1,-1.214435935E0
4.159144703E2,4.914851189E0,1.762647867E0,-1.484869003E0
4.159245313E2,6.066231251E0,3.856631994E0,-2.224365950E0
4.159345913E2,5.409935951E0,3.085241079E0,-3.337655544E0
4.159446523E2,4.386558533E0,1.197804213E0,-4.045678139E0
4.159547123E2,4.484653950E0,5.450110435E-1,-3.852942228E0
4.159647733E2,4.730209351E0,-8.736318350E-2,-2.395995378E0
4.159748333E2,4.351982594E0,-2.199083328E0,-3.002581596E-1
4.159848943E2,4.230063438E0,-3.752988100E0,-1.852461994E-1
4.159949553E2,3.556915283E0,-3.888186455E0,-1.647588491E0
4.160050153E2,2.108966351E0,-2.246959686E0,-3.075197935E0
4.160150763E2,1.236556768E0,-9.034223109E-2,-4.384115696E0
4.160251363E2,1.191416025E0,1.597469330E0,-5.056566715E0
4.160351973E2,1.564165115E0,3.529342175E0,-4.331172466E0
4.160452573E2,1.879969001E0,5.187302113E0,-2.576639175E0
4.160553183E2,1.864403605E0,5.744033337E0,-1.191905141E0
4.160653783E2,2.041420221E0,5.273725033E0,-5.035703182E-1
4.160754393E2,2.199092865E0,4.564792633E0,-4.181725681E-1
4.160855003E2,1.744849563E0,3.653559446E0,-4.561213255E-1
4.160955603E2,1.010447145E0,2.658121347E0,1.388691925E-2
4.161056213E2,6.160158291E-2,1.345879316E0,2.574978173E-1
4.161156813E2,-7.901052833E-1,8.229442239E-1,2.392865568E-1
4.161257423E2,-1.438404799E0,4.222798944E-1,3.094946444E-1
4.161358023E2,-2.167351961E0,-9.822693467E-1,1.930852234E-1
4.161458633E2,-2.634750128E0,-2.077012062E0,1.399516463E-1
4.161559243E2,-2.866813421E0,-2.407943964E0,2.613675594E-1
4.161659843E2,-3.004333735E0,-2.283398628E0,4.211652279E-1
4.161760453E2,-3.002279043E0,-1.996166706E0,5.411057472E-1
4.161861053E2,-2.811575890E0,-1.590624928E0,6.944443583E-1
4.161961663E2,-2.589196205E0,-1.327402711E0,8.692188859E-1
4.162062263E2,-2.675643921E0,-1.776482701E0,1.114545345E0
4.162162873E2,-2.777613163E0,-2.936364412E0,1.245936632E0
4.162263473E2,-2.673662424E0,-3.985662222E0,1.281574011E0
4.162364083E2,-2.308495283E0,-4.160627365E0,1.515231848E0
4.162464693E2,-1.592235208E0,-2.781056881E0,1.496813059E0
4.162565293E2,-1.057284713E0,-1.257946610E0,1.138433695E0
4.162665903E2,-8.391571045E-1,-8.537029028E-1,8.420009613E-1
4.162766503E2,-7.397471070E-1,-1.543820024E0,6.681846976E-1
4.162867113E2,-1.864956319E-1,-2.342063427E0,3.059301078E-1
4.162967713E2,5.993890762E-1,-1.704813361E0,-3.115986288E-1
4.163068323E2,5.004222393E-1,6.119781137E-1,-7.857923955E-2
4.163168972E2,-8.741864562E-1,-8.786181808E-1,3.572668552E0
4.163269572E2,-5.134085178E0,2.884558439E0,3.170112610E0
4.163370182E2,-3.853077650E0,4.355839729E0,6.873775721E-1
4.163470782E2,-6.676928997E-1,2.430368900E0,1.435297012E0
4.163571392E2,1.701151013E0,2.637020826E0,2.550536394E0
4.163671992E2,2.406452656E0,2.957444668E0,2.721562624E0
4.163772602E2,6.106943488E-1,1.614128947E0,1.863431215E0
4.163873202E2,-4.870923996E0,-3.197579145E0,8.452110291E-1
4.163973812E2,-9.413101196E0,-6.650638580E0,3.761921823E-1
4.164074422E2,-1.103828239E1,-5.182507992E0,-1.143430620E-1
4.164175022E2,-1.007720852E1,-1.066279054E0,-4.819194674E-1
4.164275632E2,-4.621360302E0,-1.051192358E-1,3.939584270E-2
4.164376232E2,-1.777580500E0,-1.843275189E0,1.038429618E0
4.164476842E2,-2.299218655E0,-2.951940775E0,1.480983615E0
4.164577442E2,-3.122500658E0,-1.482102513E0,1.401323915E0
4.164678052E2,-2.720122814E0,3.568113148E-1,1.526114941E0
4.164778662E2,-1.521346211E0,8.326562122E-3,1.953191996E0
4.164879262E2,-6.656277776E-1,-6.868764758E-1,1.911885500E0
4.164979872E2,-5.761914253E-1,-2.604284585E-1,1.512562871E0
4.165080472E2,-1.005998611E0,-6.563907117E-2,1.307971239E0
4.165181082E2,-6.448015571E-1,-6.646495461E-1,6.817158461E-1
4.165281682E2,1.121021062E-1,-1.090188265E0,-7.675828040E-2
4.165382292E2,5.856984854E-1,-5.144279003E-1,-5.402737260E-1
4.165482902E2,9.539728165E-1,4.762369096E-1,-8.084507585E-1
4.165583502E2,1.344430566E0,1.378638148E0,-9.818236232E-1
4.165684112E2,1.460895300E0,2.053798199E0,-1.085211158E0
4.165784712E2,1.330376983E0,2.167657852E0,-1.154398561E0
4.165885322E2,1.327899098E0,1.459010959E0,-1.201036096E0
4.165985922E2,2.050652266E0,3.179934621E-1,-1.179482102E0
4.166086532E2,3.123964548E0,-6.383858919E-1,-9.883304238E-1
4.166187132E2,3.757338762E0,-9.140499830E-1,-9.077405334E-1
4.166287742E2,3.955382586E0,-5.928658843E-1,-1.082424283E0
4.166388352E2,3.838483810E0,-1.233465895E-1,-1.302978516E0
4.166488952E2,3.617168903E0,6.735735387E-2,-1.390276194E0
4.166589562E2,3.741813660E0,6.830677390E-2,-1.350378036E0
4.166690162E2,4.123274326E0,6.875216216E-2,-1.259785056E0
4.166790772E2,4.812086105E0,6.355103850E-1,-1.269456029E0
4.166891372E2,6.299656391E0,2.772464991E0,-1.538250327E0
4.166991982E2,6.484621525E0,3.555485010E0,-2.310816526E0
4.167092592E2,4.370457649E0,9.283605218E-1,-3.540256500E0
4.167193192E2,3.956643820E0,-8.223826289E-1,-4.107670307E0
4.167293802E2,4.307105541E0,-1.476399899E0,-3.153547287E0
4.167394402E2,4.226572514E0,-2.612236738E0,-1.446035504E0
4.167495012E2,3.895098925E0,-3.800269604E0,-5.099149942E-1
4.167595612E2,3.428863049E0,-3.440548897E0,-1.328862309E0
4.167696222E2,2.516565800E0,-1.116248965E0,-3.062047243E0
4.167796822E2,1.833419681E0,4.119876027E-1,-4.450232029E0
4.167897432E2,1.835396409E0,1.934194446E0,-4.745763779E0
4.167998042E2,2.208992720E0,4.399174213E0,-3.737196207E0
4.168098642E2,2.544360161E0,6.138589859E0,-1.874031425E0
4.168199252E2,2.449827909E0,5.640031815E0,-7.851376534E-1
4.168299852E2,2.315909386E0,4.507769585E0,-4.043458998E-1
4.168400462E2,1.995802760E0,3.326315165E0,-9.327669442E-2
4.168501062E2,1.333099604E0,2.523288488E0,-5.312841386E-2
4.168601672E2,2.319879234E-1,1.823693395E0,-2.220322192E-1
4.168702282E2,-9.945928454E-1,8.830134869E-1,-2.532741129E-1
4.168802882E2,-1.644745588E0,7.271003127E-1,-5.920927972E-2
4.168903492E2,-1.902964234E0,3.231851757E-1,2.881124020E-1
4.169004092E2,-2.097887993E0,-8.231307268E-1,6.808585525E-1
4.169104702E2,-2.392360687E0,-1.965660691E0,6.557517648E-1
4.169205302E2,-2.595211983E0,-2.939322472E0,7.153999209E-1
4.169305912E2,-2.656279087E0,-3.368694067E0,8.315269351E-1
4.169406522E2,-2.657219410E0,-3.264130592E0,1.039736032E0
4.169507122E2,-2.497388840E0,-2.935139656E0,1.202975392E0
4.169607732E2,-2.353690147E0,-2.559060097E0,1.353378773E0
4.169708332E2,-2.450403690E0,-2.426216841E0,1.657841682E0
4.169808942E2,-2.646554470E0,-2.946200132E0,2.083783388E0
4.169909542E2,-2.729019642E0,-3.668771029E0,2.436052799E0
4.170010152E2,-2.566879272E0,-4.090496540E0,2.646465063E0
4.170110752E2,-2.240499735E0,-4.150966644E0,2.697799683E0
4.170211362E2,-1.887920976E0,-2.958513975E0,2.253291368E0
4.170311972E2,-1.656605005E0,-1.095272183E0,9.944792986E-1
4.170412572E2,4.337047935E-1,-3.112594604E0,-1.676444650E0
4.170513182E2,-7.236749530E-1,-3.569344282E0,-2.104889154E0
4.170613782E2,-7.959712744E-1,-3.609057665E0,-3.906491399E-1
4.170714392E2,-6.711932421E-1,-1.997107387E0,7.026897669E-1
4.170814992E2,-1.556699634E0,-6.536278129E-1,1.440941930E0
4.170915602E2,-1.742832065E0,-2.334675044E-1,1.875821471E0
4.171016212E2,-1.098560095E0,1.471148729E0,2.137563467E0
4.171116812E2,-7.156789303E-1,3.736485958E0,2.301848650E0
4.171217422E2,-6.032434702E-1,4.733237267E0,2.908744574E0
4.171318022E2,-7.548308372E-1,4.277441502E0,3.518808126E0
4.171418632E2,-1.585282207E0,2.340430737E0,3.369971275E0
4.171519232E2,-2.974642754E0,5.640510917E-1,2.341801405E0
4.171619842E2,-6.402024746E0,7.588927746E-1,1.125038505E0
4.171720442E2,-8.842595100E0,1.081648707E0,6.400966644E-1
4.171821052E2,-8.665921211E0,3.661957979E-1,5.322690010E-1
4.171921662E2,-4.932419300E0,-2.790005684E0,6.711806059E-1
4.172022262E2,-2.202667475E0,-4.243244648E0,7.360464334E-1
4.172122872E2,-2.130049467E0,-3.852065563E0,8.688073158E-1
4.172223472E2,-2.763293028E0,-2.354374647E0,1.076964498E0
4.172324082E2,-2.674019337E0,-9.663152099E-1,1.565233231E0
4.172424682E2,-1.575816274E0,-3.923379779E-1,2.278452635E0
4.172525292E2,-8.525491357E-1,-9.319869876E-1,2.335442066E0
4.172625902E2,-1.090426922E0,-1.056348801E0,1.675921917E0
4.172726502E2,-1.527822614E0,-5.559523702E-1,1.385648251E0
4.172827112E2,-1.823221564E0,-1.828930080E-1,1.456634521E0
4.172927712E2,-1.685798049E0,-8.955428004E-2,1.134332538E0
4.173028322E2,-1.199216962E0,-3.367973566E-1,7.293065190E-1
4.173128923E2,-6.693248153E-1,1.100173593E-1,1.998111010E-1
4.173229533E2,-1.385888550E-3,7.627149820E-1,-2.168183476E-1
4.173330143E2,7.315973043E-1,1.377988815E0,-4.426352382E-1
4.173430743E2,1.144592404E0,1.734580755E0,-6.036641002E-1
4.173531353E2,1.159158707E0,2.046949625E0,-6.951076388E-1
4.173631953E2,9.526591301E-1,2.100797176E0,-7.617106438E-1
4.173732563E2,8.554539084E-1,1.558963895E0,-9.822109342E-1
4.173833163E2,1.345257163E0,3.885869980E-1,-1.107665539E0
4.173933773E2,2.421527386E0,-5.812845826E-1,-9.477302432E-1
4.174034383E2,3.350522041E0,-3.597338498E-1,-8.137937188E-1
4.174134983E2,3.832542896E0,1.437145621E-1,-8.953804970E-1
4.174235593E2,4.103004932E0,1.344137341E-1,-1.128405690E0
4.174336193E2,4.201889992E0,1.980058849E-1,-1.476650953E0
4.174436803E2,4.794056892E0,1.582476258E0,-2.182969332E0
4.174537403E2,5.213819981E0,2.682605505E0,-2.918109417E0
4.174638013E2,3.409677744E0,1.133876801E0,-3.211339235E0
4.174738613E2,2.846850157E0,6.567204595E-1,-3.175137520E0
4.174839223E2,4.120108604E0,1.075821400E0,-2.999241114E0
4.174939833E2,5.248923302E0,1.140074492E0,-2.783896923E0
4.175040433E2,5.825481892E0,6.218609810E-1,-2.616232157E0
4.175141043E2,5.235188961E0,-8.135918379E-1,-1.973922729E0
4.175241643E2,3.349922657E0,-2.094722509E0,-1.197730064E0
4.175342253E2,1.904328227E0,-2.481469154E0,-1.756991267E0
4.175442853E2,1.363919854E0,-2.516964912E0,-2.986236811E0
4.175543463E2,1.122403264E0,-1.529658437E0,-3.908780336E0
4.175644073E2,1.170075417E0,1.545190811E-1,-3.593861341E0
4.175744673E2,1.462584734E0,1.350090265E0,-2.381862879E0
4.175845283E2,1.676463127E0,2.763460398E0,-1.314790606E0
4.175945883E2,2.058999538E0,4.102373123E0,-6.537994742E-1
4.176046493E2,2.470618248E0,3.835034847E0,-2.794519663E-1
4.176147093E2,2.222282410E0,3.220207214E0,-2.912240624E-1
4.176247703E2,1.394483328E0,2.309480190E0,-2.502747774E-1
4.176348303E2,3.271375000E-1,9.474905133E-1,4.550723732E-2
4.176448913E2,-5.048002005E-1,1.671454310E-1,4.813564420E-1
4.176549523E2,-1.103333116E0,1.746145338E-1,9.847977757E-1
4.176650123E2,-1.462653995E0,3.641964123E-2,1.441658258E0
4.176750733E2,-1.683111548E0,-6.492807269E-1,1.954309702E0
4.176851333E2,-1.650501728E0,-1.283484578E0,2.338460207E0
4.176951943E2,-1.736103892E0,-1.796656609E0,1.809646368E0
4.177052543E2,-1.844170451E0,-1.384005666E0,1.406401396E0
4.177153153E2,-1.953207374E0,-8.315811157E-1,1.205304980E0
4.177253763E2,-1.990825653E0,-2.703005075E-1,1.052563310E0
4.177354363E2,-1.840922356E0,1.424035728E-1,8.530473709E-1
4.177454973E2,-1.604759455E0,-6.323320419E-2,6.070435047E-1
4.177555573E2,-1.327086449E0,-1.191574097E0,5.662146211E-1
4.177656183E2,-6.081176400E-1,-3.367383957E0,5.830628276E-1
4.177756783E2,-1.929256618E-1,-5.038348198E0,5.057531595E-1
4.177857393E2,-4.150615335E-1,-5.152623177E0,6.016474962E-1
4.177958003E2,-7.031990886E-1,-4.088564873E0,7.411043644E-1
4.178058603E2,-3.987075984E-1,-2.749402285E0,8.928835392E-1
4.178159213E2,6.356199384E-1,-2.324094772E0,8.620039821E-1
4.178259813E2,2.005837202E0,-2.619466066E0,3.394438326E-1
4.178360423E2,2.263215780E0,-8.767148852E-2,-3.022746444E-1
4.178461023E2,1.129039377E-1,4.105880260E0,-1.327796429E-1
4.178561633E2,-1.535343647E0,-3.596777096E-2,1.449800134E0
4.178662233E2,-1.936726689E0,-2.367187500E0,2.527402401E0
4.178762843E2,-2.358033419E0,-7.793611884E-1,2.316824913E0
4.178863453E2,-2.310713053E0,1.741370559E0,2.173273563E0
4.178964053E2,-1.566748023E0,4.637333870E0,2.188591242E0
4.179064663E2,-1.005393624E0,7.021835327E0,2.209441900E0
4.179165263E2,-1.677966475E0,7.049075603E0,2.065346003E0
4.179265873E2,-4.211964607E0,2.825018644E0,1.693133354E0
4.179366473E2,-7.065575600E0,-3.152232647E0,7.686800957E-1
4.179467083E2,-8.778350830E0,-6.714487076E0,-2.689008117E-1
4.179567693E2,-9.099844933E0,-6.279061317E0,-8.882634640E-1
4.179668293E2,-6.296910286E0,-3.002850056E0,-6.465051770E-1
4.179768903E2,-2.986813784E0,-7.424607277E-1,8.138670921E-1
4.179869503E2,-2.051203489E0,-1.675092340E0,2.106118202E0
4.179970113E2,-2.321188688E0,-2.447154999E0,2.264578581E0
4.180070713E2,-2.478817940E0,-1.893843412E0,1.862248778E0
4.180171323E2,-1.960887790E0,-1.565522552E0,1.684650064E0
4.180271933E2,-1.379697919E0,-1.916376948E0,1.729151011E0
4.180372533E2,-1.182015419E0,-1.789284825E0,1.707766414E0
4.180473143E2,-1.182815194E0,-8.513953090E-1,1.577197671E0
4.180573743E2,-1.452274203E0,-1.119612064E-2,1.393734574E0
4.180674353E2,-1.187875032E0,-1.522708125E-2,7.126967311E-1
4.180774953E2,-5.427075028E-1,-8.249145746E-2,-7.141273469E-2
4.180875563E2,-7.308752090E-2,6.517289877E-1,-6.035237908E-1
4.180976163E2,4.041389525E-1,1.305782318E0,-9.799860716E-1
4.181076773E2,9.571869373E-1,1.836565137E0,-1.213052392E0
4.181177383E2,1.143010497E0,2.292347431E0,-1.276906729E0
4.181277983E2,1.016676545E0,2.520526171E0,-1.292607069E0
4.181378593E2,1.013538957E0,2.032965899E0,-1.351664066E0
4.181479193E2,1.651020288E0,1.002845883E0,-1.298346519E0
4.181579803E2,2.748870373E0,-1.165245175E-1,-9.674824476E-1
4.181680403E2,3.489480495E0,-3.892585933E-1,-7.565243840E-1
4.181781013E2,3.858130455E0,-1.524199396E-1,-8.349739313E-1
4.181881623E2,4.266332626E0,4.065897316E-2,-1.050194383E0
4.181982223E2,4.473695755E0,3.736691475E-1,-1.249002814E0
4.182082833E2,4.834056854E0,1.488631606E0,-1.459099889E0
4.182183433E2,5.801245689E0,3.742735863E0,-1.867296576E0
4.182284043E2,5.263679504E0,3.733440876E0,-2.312982321E0
4.182384643E2,3.670580387E0,1.689849615E0,-2.947221279E0
4.182485253E2,3.897271872E0,6.264824271E-1,-3.045564890E0
4.182585853E2,4.930264950E0,1.479229629E-1,-2.693649292E0
4.182686463E2,5.920697689E0,-3.347139955E-1,-2.127390862E0
4.182787073E2,5.344698429E0,-2.544843674E0,-7.532518506E-1
4.182887673E2,3.877746105E0,-4.575597286E0,-1.431328654E-1
4.182988283E2,2.426598310E0,-3.661592722E0,-1.336524487E0
4.183088883E2,1.523248315E0,-1.880514026E0,-3.154354095E0
4.183189450E2,1.216233253E0,-6.980038881E-1,-4.607242107E0
4.183290050E2,1.266713262E0,1.105967045E0,-4.521522999E0
4.183390660E2,1.783089757E0,3.368864536E0,-3.370160818E0
4.183491270E2,2.087422371E0,4.452732563E0,-1.972360611E0
4.183591870E2,2.379147053E0,5.115011215E0,-1.061756611E0
4.183692480E2,2.374471903E0,4.526550293E0,-7.161372304E-1
4.183793080E2,2.163026333E0,3.854436636E0,-5.240820050E-1
4.183893690E2,1.454817057E0,2.965577126E0,-3.420647979E-1
4.183994290E2,4.387608767E-1,1.489346504E0,7.390810549E-2
4.184094900E2,-5.896528363E-1,6.801178455E-1,3.489641845E-1
4.184195500E2,-1.200247049E0,2.062992007E-1,4.793085456E-1
4.184296110E2,-1.426999569E0,-4.058180153E-1,4.470483363E-1
4.184396720E2,-1.625093937E0,-1.388270974E0,6.124041677E-1
4.184497320E2,-2.059256077E0,-2.127299786E0,5.337527394E-1
4.184597930E2,-2.441985369E0,-1.938154817E0,4.283108413E-1
4.184698530E2,-2.584685326E0,-1.336291909E0,5.717875361E-1
4.184799140E2,-2.478658915E0,-7.877576351E-1,8.326281309E-1
4.184899740E2,-2.246443033E0,-4.080235958E-1,1.128444076E0
4.185000350E2,-1.977275372E0,-2.467597276E-1,1.444872260E0
4.185100960E2,-1.832907796E0,-6.325191855E-1,1.738505006E0
4.185201560E2,-1.841006875E0,-1.889297485E0,1.842422724E0
4.185302170E2,-1.883302093E0,-3.706570387E0,1.709081650E0
4.185402770E2,-1.843460441E0,-5.065145969E0,1.575645924E0
4.185503380E2,-1.782293439E0,-5.039473534E0,1.648612022E0
