"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.471789921E1,-1.042557359E0,-2.345514297E0,1.461330056E0
3.472795921E1,-7.667756081E-2,-2.925154209E0,1.070652246E0
3.473801921E1,-2.174721956E-1,-2.577879667E0,3.648831844E-1
3.474807921E1,-5.168554187E-1,-1.749621868E0,-1.895174384E-1
3.475814229E1,-5.816062689E-1,-8.483777642E-1,-6.930633187E-1
3.476820229E1,-4.016700685E-1,5.338829756E-1,-1.160982370E0
3.477826229E1,-3.969492763E-2,2.415833712E0,-1.430887818E0
3.478832229E1,2.857318819E-1,3.742888212E0,-1.339932919E0
3.479838229E1,8.076852560E-1,3.590274096E0,-1.003459454E0
3.480844229E1,1.933672190E0,2.048312426E0,-5.525166988E-1
3.481850229E1,2.533069849E0,2.297536284E-1,-1.106048375E-1
3.482856229E1,2.681807756E0,-4.905848205E-1,-5.880315974E-2
3.483862329E1,2.916795254E0,-2.212907225E-1,-2.411363721E-1
3.484868329E1,3.293213606E0,-3.175810277E-1,-4.480498731E-1
3.485874329E1,3.679739475E0,-6.865971088E-1,-6.654059887E-1
3.486880329E1,3.821562767E0,-3.623998761E-1,-7.762214541E-1
3.487886329E1,3.901354074E0,2.576939762E-1,-7.789820433E-1
3.488892329E1,4.293906212E0,4.052658677E-1,-8.213374615E-1
3.489898329E1,4.895327091E0,6.816974878E-1,-9.652558565E-1
3.490904329E1,6.103302956E0,2.801812410E0,-1.445409417E0
3.491910329E1,7.664675236E0,5.900005341E0,-3.136875391E0
3.492916329E1,6.649804115E0,1.414710641E0,-4.764431953E0
3.493922329E1,5.391791821E0,-1.843291402E0,-4.696689129E0
3.494928329E1,6.294403076E0,-5.643934608E-1,-4.244479656E0
3.495934329E1,7.138174057E0,8.849099874E-1,-3.206107140E0
3.496940329E1,6.612691879E0,-1.696914792E0,-5.732443929E-1
3.497946329E1,5.470854759E0,-4.951700211E0,-1.308443844E-1
3.498952329E1,3.696357250E0,-4.383983612E0,-2.839732170E0
3.499958329E1,2.600137711E0,-1.769606233E0,-5.315963268E0
3.500964329E1,2.877836466E0,6.750246882E-1,-6.737669468E0
3.501970329E1,3.549616814E0,3.370634079E0,-5.638884544E0
3.502976329E1,3.800622940E0,6.349306583E0,-3.530209780E0
3.503982329E1,4.225589275E0,7.638796806E0,-2.336742878E0
3.504988329E1,4.135699272E0,7.000119686E0,-1.551851988E0
3.505994429E1,3.581437111E0,5.583891869E0,-1.062734485E0
3.507000429E1,2.384666681E0,4.177735329E0,-8.038899302E-1
3.508006429E1,7.639937401E-1,3.241368532E0,-7.842844129E-1
3.509012429E1,-4.582744241E-1,2.971851349E0,-5.531646013E-1
3.510018429E1,-7.455834150E-1,3.588327646E0,-1.331583112E-1
3.511024429E1,-7.842432261E-1,2.781395197E0,1.923832893E-1
3.512030429E1,-9.338774681E-1,1.060781360E0,3.841934800E-1
3.513036429E1,-1.460086107E0,-3.261383474E-1,7.343403101E-1
3.514042429E1,-2.130200386E0,-1.317311168E0,1.118441463E0
3.515048429E1,-2.719363213E0,-1.793597341E0,1.387089968E0
3.516054429E1,-3.184530497E0,-1.939215541E0,1.417209864E0
3.517060429E1,-3.555443287E0,-2.134005785E0,1.347574115E0
3.518066429E1,-3.969529390E0,-2.712525606E0,1.347320437E0
3.519072429E1,-4.438076496E0,-3.554368496E0,1.542586327E0
3.520078429E1,-4.758721352E0,-4.075557232E0,1.966483712E0
3.521084429E1,-4.631285667E0,-3.632152557E0,2.410763502E0
3.522090429E1,-4.072916031E0,-2.756752729E0,2.795184374E0
3.523096429E1,-3.308434010E0,-2.039469481E0,2.848894596E0
3.524102429E1,-2.472631216E0,-1.754581213E0,2.627849579E0
3.525108429E1,-1.749157310E0,-1.263514876E0,2.195245504E0
3.526114429E1,-1.462425113E0,-7.031174898E-1,1.770630956E0
3.527120429E1,-1.607903719E0,-8.474874496E-1,1.316610813E0
3.528126429E1,-2.546777248E0,-1.896905303E0,8.747805357E-1
3.529132429E1,-3.361700535E0,-2.830704927E0,6.240268946E-1
3.530138529E1,-2.925577641E0,-3.286197186E0,3.938227296E-1
3.531144529E1,-2.816326022E-1,-3.296712399E0,-1.189401597E-1
3.532150529E1,8.077292442E-1,-4.614744663E0,-1.041753769E0
3.533156529E1,-4.973467290E-1,-7.817184448E0,3.017471313E0
3.534162529E1,-8.343226910E-1,-4.523981571E0,3.348513842E0
3.535168529E1,-2.532823324E0,1.689208269E0,1.363160610E0
3.536174529E1,-1.490013838E0,4.788359642E0,1.486495852E0
3.537180529E1,-1.169819593E0,6.548136234E0,1.824673653E0
3.538186529E1,-2.759623528E0,7.575070858E0,2.111804247E0
3.539192529E1,-7.424912930E0,2.582756281E0,2.117794275E0
3.540198529E1,-1.186237907E1,-5.356711864E0,1.209178686E0
3.541204529E1,-1.331073093E1,-7.971137524E0,1.555291116E-1
3.542210529E1,-7.840389729E0,-5.735878468E0,1.079697460E-1
3.543216529E1,-4.197767735E0,-1.732589602E0,9.481203556E-1
3.544222529E1,-3.989654541E0,-1.639238954E0,2.013616800E0
3.545228529E1,-3.608189821E0,-1.647854567E0,2.438792944E0
3.546234529E1,-2.383204222E0,-9.428997636E-1,2.327488899E0
3.547240529E1,-1.417781472E0,-1.708431959E0,2.264097691E0
3.548246529E1,-1.293309212E0,-2.228373289E0,2.011371136E0
3.549252529E1,-1.237686992E0,-2.046231747E0,1.661206126E0
3.550258529E1,-8.442143202E-1,-2.011799097E0,1.246339679E0
3.551264529E1,6.258813664E-5,-1.647469401E0,6.393234730E-1
3.552270529E1,5.670880079E-1,-8.713003993E-1,-8.228702843E-2
3.553276529E1,7.635715008E-1,-1.340327561E-1,-7.304812074E-1
3.554282629E1,9.514183402E-1,6.976652741E-1,-1.136437058E0
3.555288629E1,9.418016672E-1,1.484879255E0,-1.368801594E0
3.556294629E1,1.293234110E0,1.081385136E0,-1.395493865E0
3.557300629E1,2.147033453E0,2.658247575E-2,-1.084827423E0
3.558306629E1,2.464098930E0,-2.960581481E-1,-8.634454608E-1
3.559312629E1,2.599082708E0,-4.150236845E-1,-9.966714382E-1
3.560318629E1,2.833943605E0,-2.395599782E-1,-1.051263690E0
3.561324629E1,3.273790836E0,-1.690935344E-1,-9.332690835E-1
3.562330629E1,3.754666567E0,-4.291378856E-1,-8.678077459E-1
3.563336629E1,3.887585640E0,-2.780908644E-1,-8.711143136E-1
3.564342629E1,3.825002432E0,3.220234513E-1,-9.085308909E-1
3.565348629E1,3.783764601E0,9.323052168E-1,-1.103997588E0
3.566354629E1,3.957818031E0,1.167268753E0,-1.405148745E0
3.567360629E1,4.551883221E0,1.493483663E0,-1.741457820E0
3.568366629E1,5.440711498E0,3.112271786E0,-2.128645420E0
3.569372629E1,6.825814247E0,6.001225471E0,-3.076107025E0
3.570378629E1,6.416266441E0,4.847672462E0,-4.866210938E0
3.571384629E1,5.153518200E0,7.045806646E-1,-6.035809517E0
3.572390629E1,5.230882645E0,-1.161795378E0,-5.705881119E0
3.573396629E1,5.469264984E0,-1.850242257E0,-3.436635256E0
3.574402629E1,4.769304276E0,-2.762305498E0,-3.865659535E-1
3.575408629E1,3.998526573E0,-2.165212154E0,-9.396123886E-1
3.576414304E1,2.897410870E0,-1.676691651E0,-4.252494812E0
3.577420304E1,2.210157394E0,-1.106805205E-1,-6.228079796E0
3.578426304E1,2.886968136E0,3.924054861E0,-6.739208698E0
3.579432304E1,3.998384714E0,7.064982414E0,-5.660395145E0
3.580438304E1,4.194023132E0,8.416128159E0,-2.773743629E0
3.581444304E1,4.180777550E0,7.176361561E0,-9.051358104E-1
3.582450404E1,3.807145357E0,6.366709709E0,-6.966988444E-1
3.583456404E1,2.931348801E0,6.375957966E0,-2.946560979E-1
3.584462404E1,1.879037738E0,5.990109444E0,-3.236265481E-2
3.585468404E1,9.101232290E-1,5.118546963E0,1.733902395E-1
3.586474404E1,3.861198127E-1,4.559670448E0,6.383941174E-1
3.587480404E1,3.671975434E-1,3.727709770E0,1.214366317E0
3.588486404E1,2.084909379E-2,2.237418175E0,7.033947706E-1
3.589492404E1,-8.994567990E-1,-3.069307208E-1,3.034675717E-1
3.590498404E1,-2.021772146E0,-2.751133204E0,1.598342210E-1
3.591504404E1,-3.066062689E0,-4.261694431E0,4.009917080E-1
3.592510404E1,-3.847431183E0,-4.440644264E0,6.541203856E-1
3.593516404E1,-4.562175751E0,-4.425045967E0,7.512674332E-1
3.594522404E1,-4.998346806E0,-4.500648022E0,7.179811597E-1
3.595528404E1,-5.325428963E0,-5.180506706E0,5.846633315E-1
3.596534404E1,-5.673564911E0,-6.021096230E0,6.781587601E-1
3.597540404E1,-5.747872353E0,-5.913507938E0,9.445605874E-1
3.598546404E1,-5.231553555E0,-4.895854473E0,1.103737354E0
3.599552404E1,-4.215002537E0,-3.063106537E0,1.338529825E0
3.600558404E1,-2.950513124E0,-1.474094868E0,1.643327475E0
3.601564404E1,-1.918453336E0,-4.970018864E-1,1.791479707E0
3.602570404E1,-1.361682415E0,2.768847644E-1,1.167219639E0
3.603576404E1,-2.139110565E0,-4.867348373E-1,2.582022846E-1
3.604582404E1,-2.942218065E0,-1.618641973E0,-3.654299378E-1
3.605588404E1,-2.661947012E0,-2.929345846E0,-5.963941813E-1
3.606594404E1,-1.745832086E0,-2.933160067E0,-6.659439206E-1
3.607600404E1,1.258803248E0,-6.676245689E0,-7.762822509E-2
3.608606404E1,-1.459020376E0,-9.968643188E0,3.732239962E0
3.609612404E1,-3.707747698E0,-3.778387547E0,2.589073420E0
3.610618404E1,-4.008940220E0,3.072185040E0,8.679010868E-1
3.611624404E1,-1.835577250E0,4.450074196E0,1.687252998E0
3.612630404E1,-5.548544228E-2,4.882850170E0,2.847244501E0
3.613636504E1,5.694658160E-1,4.730065346E0,3.614717722E0
3.614642504E1,-3.294991016E0,-7.282182574E-1,3.512280464E0
3.615648504E1,-9.924263000E0,-7.851603508E0,2.818853855E0
3.616654504E1,-1.248446369E1,-7.212695599E0,1.558524013E0
3.617660504E1,-8.784942627E0,-4.054510593E0,5.613670349E-1
3.618666504E1,-3.406943560E0,-1.688676357E0,7.155296626E-4
3.619672504E1,-3.442654133E0,-2.729784489E0,6.084060073E-1
3.620678504E1,-3.624042034E0,-1.297209859E0,1.421136260E0
3.621684504E1,-1.523591042E0,3.231060505E-1,2.169135332E0
3.622690504E1,-6.016871929E-1,-2.088949531E-1,2.096585989E0
3.623696504E1,-9.819016457E-1,-7.767480016E-1,1.445188522E0
3.624702504E1,-7.090854049E-1,-1.684733033E0,1.043672204E0
3.625708504E1,-2.242167592E-1,-2.276403904E0,3.500200212E-1
3.626714504E1,2.051916905E-2,-1.685039043E0,-4.201598167E-1
3.627720504E1,3.236172497E-1,-3.517951667E-1,-8.514454365E-1
3.628726504E1,7.233394980E-1,1.236496091E0,-1.171057224E0
3.629732504E1,1.019407153E0,2.428500652E0,-1.329880953E0
3.630738504E1,1.217362165E0,2.577337503E0,-1.308522940E0
3.631744504E1,2.026872396E0,1.103354216E0,-1.222383499E0
3.632750504E1,2.816158533E0,-1.206971854E-1,-1.025646806E0
3.633756504E1,3.032920599E0,-2.627581656E-1,-9.328835011E-1
3.634762504E1,3.171313047E0,7.643159479E-2,-9.617245197E-1
3.635768504E1,3.531990290E0,7.101152837E-2,-1.139894724E0
3.636774504E1,4.023853779E0,-3.296426833E-1,-1.381180763E0
3.637780504E1,4.223690510E0,-2.812043130E-1,-1.496734262E0
3.638786504E1,4.236198902E0,1.120918095E-1,-1.570290089E0
3.639792504E1,4.266384602E0,3.543020487E-1,-1.666148782E0
3.640798504E1,4.410728931E0,-4.060635343E-2,-1.841971755E0
3.641804504E1,4.752924442E0,-1.033000588E0,-2.096110344E0
3.642810504E1,5.218959332E0,-1.810044885E0,-2.352237463E0
3.643816504E1,5.809460163E0,-9.303112626E-1,-2.622828484E0
3.644822504E1,7.417219639E0,2.333161116E0,-3.112095594E0
3.645828504E1,7.124920845E0,7.626162767E-1,-4.810924530E0
3.646834504E1,4.385329247E0,-1.491295457E0,-6.574849606E0
3.647840604E1,2.849633455E0,-2.667692661E0,-5.761260033E0
3.648846604E1,3.160437584E0,-3.763740778E0,-3.798328638E0
3.649852604E1,3.524545908E0,-3.080643415E0,-3.830194950E0
3.650858604E1,3.711493254E0,1.109081149E0,-5.374950886E0
3.651864604E1,3.672714710E0,5.027210712E0,-6.084377766E0
3.652870604E1,4.088503361E0,8.217859268E0,-5.181238651E0
3.653876604E1,4.216027260E0,9.486418724E0,-3.339958668E0
3.654882604E1,3.406075239E0,7.687854290E0,-2.116839409E0
3.655888604E1,2.477234364E0,7.008813381E0,-1.361793041E0
3.656894604E1,1.525388718E0,6.181863308E0,-9.098649025E-1
3.657900604E1,7.471824884E-1,5.401268005E0,-5.747476220E-1
3.658906604E1,3.314232826E-2,5.092725277E0,-2.700081766E-1
3.659912604E1,-7.221666574E-1,4.440250874E0,-2.367021441E-1
3.660918604E1,-1.378873110E0,3.517529011E0,-3.527222276E-1
3.661924604E1,-1.885168314E0,2.569725513E0,-2.944109738E-1
3.662930604E1,-1.957485080E0,8.456699848E-1,3.946386874E-1
3.663936604E1,-2.521221638E0,-1.266901493E0,7.068277597E-1
3.664942604E1,-3.097569704E0,-3.337810755E0,8.213536739E-1
3.665948604E1,-3.559611082E0,-4.745355129E0,7.949132323E-1
3.666954604E1,-3.966972113E0,-5.229967117E0,9.597141743E-1
3.667960604E1,-4.267338753E0,-5.283724308E0,1.119635463E0
3.668966604E1,-4.431559563E0,-5.128290653E0,1.374688983E0
3.669972604E1,-4.416718006E0,-4.446532726E0,1.784538507E0
3.670978604E1,-4.376873493E0,-3.739316940E0,2.382143497E0
3.671984604E1,-4.236454964E0,-3.853984594E0,3.031444311E0
3.672990604E1,-3.674656630E0,-4.202408314E0,3.441681385E0
3.673996604E1,-2.718004704E0,-3.797641516E0,3.807224989E0
3.675002604E1,-1.471586466E0,-2.931773424E0,3.913032055E0
3.676008967E1,-5.287653208E-1,-1.828351974E0,3.237585068E0
3.677014967E1,-4.807520807E-1,-1.042210579E0,2.268104076E0
3.678020967E1,-1.542547703E0,-1.793972969E0,1.840971351E0
3.679026967E1,-2.783891439E0,-3.126178980E0,1.793205500E0
3.680032967E1,-2.800914049E0,-3.630389929E0,1.694739580E0
3.681038967E1,-1.395662427E0,-3.208277941E0,1.380244136E0
3.682044967E1,2.667948008E-1,1.988976479E0,8.911415935E-1
3.683050967E1,-7.622134089E-1,3.034215689E0,-7.330211252E-2
3.684056967E1,-9.947629645E-3,-1.676254630E0,2.329078197E0
3.685062967E1,-3.781783283E-1,-4.649870872E0,3.956569433E0
3.686068967E1,-1.576953888E0,-1.987822056E0,2.709732056E0
3.687074967E1,-6.073782444E-1,2.962076187E0,1.742165923E0
3.688080967E1,-5.017575622E-1,6.473108768E0,1.133831501E0
3.689086967E1,-3.875899315E0,5.086848259E0,1.079585791E0
3.690092967E1,-9.024261475E0,-9.644976854E-1,1.566906095E0
3.691098967E1,-1.341601181E1,-6.166114807E0,2.323406696E0
3.692104967E1,-1.389749241E1,-1.655893445E0,1.401959777E0
3.693110967E1,-5.062208652E0,1.824637890E0,9.191389084E-1
3.694116967E1,-1.725205183E0,-1.287160635E0,1.766981125E0
3.695122967E1,-2.514423132E0,-3.071859598E0,2.179753780E0
3.696129067E1,-2.297100782E0,-1.227252007E0,2.057033539E0
3.697135067E1,-9.758070707E-1,-1.180766821E0,2.113732576E0
3.698141067E1,-2.005470693E-1,-2.260390043E0,1.753488898E0
3.699147067E1,-1.860189736E-1,-2.872660398E0,1.043825746E0
3.700153067E1,-3.328409195E-1,-2.793457747E0,7.151435018E-1
3.701159067E1,-3.633439541E-1,-2.222055197E0,2.604921162E-1
3.702165067E1,-3.158153296E-1,-8.292948008E-1,-5.153221488E-1
3.703171067E1,5.387894809E-3,9.079863429E-1,-1.096405625E0
3.704177067E1,1.115505472E-1,2.371556759E0,-1.367226720E0
3.705183067E1,5.618372187E-2,3.413243055E0,-1.288977623E0
3.706189067E1,3.054209948E-1,3.677559853E0,-1.077888370E0
3.707195067E1,1.352399230E0,2.156979799E0,-6.885187030E-1
3.708201067E1,1.957561851E0,5.168668032E-1,-3.274047673E-1
3.709207067E1,2.039173126E0,9.253951162E-2,-5.151768923E-1
3.710213067E1,2.229522943E0,1.773830354E-1,-7.859540582E-1
3.711219067E1,2.757494926E0,-4.522202611E-1,-9.951498508E-1
3.712225067E1,3.182418346E0,-1.149138570E0,-1.222188354E0
3.713231067E1,3.239605904E0,-8.982038498E-1,-1.351678371E0
3.714237067E1,3.310477734E0,-2.638487518E-1,-1.449043512E0
3.715243067E1,3.714913845E0,-2.352551520E-1,-1.599038243E0
3.716249067E1,4.617253780E0,-5.872819424E-1,-1.719150066E0
3.717255067E1,5.569966316E0,1.014703155E0,-1.977389216E0
3.718261067E1,6.655735970E0,4.670409679E0,-3.139063120E0
3.719267067E1,5.705037594E0,3.556513786E0,-4.926358700E0
3.720273067E1,4.944258690E0,4.081019759E-1,-5.102750301E0
3.721279067E1,5.396723747E0,7.908478379E-3,-4.917104721E0
3.722285067E1,6.028435230E0,5.585553646E-1,-5.055178642E0
3.723291067E1,5.445523262E0,5.917258859E-1,-4.457840919E0
3.724297067E1,3.833329439E0,-1.699509382E0,-2.904751301E0
3.725303067E1,2.782089233E0,-3.665348768E0,-3.513857126E0
3.726309067E1,2.261397123E0,-1.395578504E0,-5.612469196E0
3.727315067E1,3.198493958E0,3.956073999E0,-6.796098709E0
3.728321067E1,4.040162086E0,7.012108326E0,-5.569164276E0
3.729327067E1,3.923507690E0,9.026847839E0,-2.878694057E0
3.730333067E1,4.014107704E0,9.030491829E0,-1.576375365E0
3.731339067E1,3.721189976E0,7.279990196E0,-1.081529260E0
3.732345067E1,2.962795973E0,6.677618980E0,-5.004211068E-1
3.733351067E1,1.609099746E0,5.888612270E0,-1.201280653E-1
3.734357067E1,5.148554593E-2,4.513583660E0,3.849433362E-2
3.735363067E1,-8.025372028E-1,3.704676390E0,3.929144740E-1
3.736369067E1,-8.128170371E-1,2.498800755E0,7.234919071E-1
3.737375067E1,-8.446677327E-1,2.415020764E-1,4.251627624E-1
3.738381067E1,-1.206927657E0,-2.147577286E0,6.680710316E-1
3.739387067E1,-1.706387281E0,-3.942282915E0,9.889238477E-1
3.740393067E1,-2.207450867E0,-4.635161877E0,1.214958906E0
3.741399067E1,-2.658497095E0,-4.576449871E0,1.393060327E0
3.742405067E1,-3.107949972E0,-4.067253113E0,1.440554619E0
3.743411067E1,-3.500369549E0,-3.684497118E0,1.446420193E0
3.744417067E1,-4.010577202E0,-3.981737137E0,1.421853542E0
3.745423067E1,-4.511257648E0,-4.598149300E0,1.598069549E0
3.746429067E1,-4.455862999E0,-4.763366222E0,1.978608131E0
3.747435067E1,-3.686249733E0,-4.314087868E0,2.286944389E0
3.748441067E1,-2.475970507E0,-3.226808548E0,2.609435320E0
3.749447067E1,-1.081317306E0,-1.818053842E0,2.966159344E0
3.750453067E1,-9.337473512E-1,-1.179753780E0,2.778587103E0
3.751459067E1,-2.346161127E0,-2.139830112E0,2.246467590E0
3.752465067E1,-3.495362997E0,-3.708537102E0,1.857893705E0
3.753471067E1,-2.715929031E0,-4.655014038E0,1.267022252E0
3.754477067E1,-1.269952059E0,-3.622180223E0,5.800818801E-1
3.755483067E1,-5.556618795E-2,2.637960672E0,1.480471939E-1
3.756489067E1,-3.830353916E-1,1.009715319E0,1.922791481E0
3.757495067E1,-3.816437006E0,2.106280327E-1,3.505078316E0
3.758501067E1,-4.222895622E0,1.817958593E0,2.432788610E0
3.759507067E1,-2.075161457E0,2.645360470E0,2.700422287E0
3.760513067E1,-2.941402607E-3,3.313373566E0,3.340198994E0
3.761519067E1,-6.684179306E-1,1.653422475E0,3.516283274E0
3.762525067E1,-5.713046074E0,-5.032497406E0,2.936519384E0
3.763531067E1,-1.198718452E1,-8.445483208E0,1.923636913E0
3.764537067E1,-1.384735680E1,-2.432241440E0,8.225710988E-1
3.765543067E1,-5.505734444E0,9.963416308E-2,6.280258298E-1
3.766549067E1,-2.959486008E0,-2.518972635E0,1.857560158E0
3.767555067E1,-3.647189140E0,-2.044390202E0,2.135578394E0
3.768561067E1,-2.905550003E0,-4.278616309E-1,2.078753233E0
3.769567067E1,-1.436412096E0,-6.788645387E-1,2.198997259E0
3.770573067E1,-6.414611936E-1,-1.483383179E0,2.066356182E0
3.771579067E1,-8.122742772E-1,-1.892006636E0,1.594962716E0
3.772585067E1,-7.982338667E-1,-1.873712063E0,1.207264185E0
3.773591167E1,-5.764396787E-1,-1.743862391E0,3.792786598E-1
3.774597167E1,-2.950333357E-1,-1.479661703E0,-5.821280479E-1
3.775603167E1,-1.049174145E-1,-2.140603811E-1,-1.265166402E0
3.776608817E1,1.231844574E-1,1.966512442E0,-1.561792493E0
3.777614817E1,3.992812634E-1,3.815023899E0,-1.503888965E0
3.778620817E1,9.182258844E-1,3.736888885E0,-1.196935892E0
3.779626817E1,2.063507080E0,1.587963223E0,-7.930926085E-1
3.780632817E1,2.645797491E0,2.120672464E-1,-3.904585838E-1
3.781638817E1,2.801315546E0,-3.610447049E-2,-4.048070610E-1
3.782644817E1,3.047704935E0,1.959399581E-1,-5.740847588E-1
3.783650817E1,3.532649755E0,-4.626001418E-1,-6.478648782E-1
3.784656817E1,3.981953621E0,-1.176975012E0,-7.782891989E-1
3.785662817E1,4.029446602E0,-5.108897090E-1,-8.926351070E-1
3.786668817E1,4.040019512E0,5.153370500E-1,-9.871877432E-1
3.787674817E1,4.114237309E0,8.828315139E-1,-1.046586514E0
3.788680817E1,4.318524837E0,4.502864778E-1,-1.148699045E0
3.789686817E1,4.909693241E0,-2.671255171E-1,-1.242979050E0
3.790692817E1,5.515895844E0,2.370034307E-1,-1.429031253E0
3.791698817E1,6.832599163E0,3.461813927E0,-2.299866915E0
3.792704817E1,7.287226200E0,5.082938194E0,-4.530240059E0
3.793710817E1,6.317357540E0,8.219524026E-1,-6.405875206E0
3.794716817E1,5.786126137E0,-8.912029266E-1,-6.909185886E0
3.795722817E1,5.144707203E0,-1.057006836E0,-6.008504391E0
3.796728817E1,4.353747368E0,-2.458009005E0,-2.990664959E0
3.797734817E1,3.500165939E0,-2.930313349E0,-1.307701468E0
3.798740817E1,3.044418335E0,-1.700987339E0,-3.313944101E0
3.799746817E1,3.339095116E0,2.011147499E0,-6.137389660E0
3.800752817E1,4.090184689E0,5.877679348E0,-6.838334560E0
3.801758817E1,4.670070648E0,8.709699631E0,-5.029098511E0
3.802764817E1,4.306468964E0,8.263067245E0,-2.115884066E0
3.803770817E1,3.498466015E0,6.504681110E0,-1.465041995E0
3.804776817E1,2.949414015E0,6.770907879E0,-9.517492056E-1
3.805782817E1,2.227105856E0,6.670223236E0,-2.762244940E-1
3.806788817E1,1.246502876E0,6.160388947E0,3.605350479E-2
3.807794817E1,4.810192585E-1,5.469111919E0,2.928066254E-1
3.808800817E1,-1.061299816E-1,4.366082191E0,3.838515878E-1
3.809806817E1,-5.374860168E-1,2.320297956E0,3.053688407E-1
3.810812817E1,-1.006461740E0,-2.425823063E-1,1.998570561E-1
3.811818817E1,-1.654571652E0,-2.705062389E0,4.457427263E-1
3.812824817E1,-2.400102854E0,-4.644737244E0,7.686720490E-1
3.813830817E1,-3.244880915E0,-5.181077003E0,1.114140034E0
3.814836817E1,-4.117928982E0,-4.898718834E0,1.307910562E0
3.815842817E1,-4.811596394E0,-4.688583851E0,1.260943890E0
3.816848817E1,-5.219611168E0,-4.920890808E0,1.220736504E0
3.817854817E1,-5.473725796E0,-5.709998608E0,1.278236508E0
3.818860817E1,-5.462166786E0,-6.132693768E0,1.500929236E0
3.819866817E1,-4.983826160E0,-5.279674530E0,1.791973472E0
3.820872817E1,-3.981020689E0,-3.465144873E0,1.951979160E0
3.821878817E1,-2.567580462E0,-1.748505354E0,1.918437958E0
3.822884817E1,-1.289908648E0,-3.734223247E-1,1.847433329E0
3.823890817E1,-1.243603110E0,3.006654978E-2,1.610137343E0
3.824896817E1,-3.116866350E0,-7.426690459E-1,1.393155694E0
3.825902817E1,-4.486818790E0,-1.515947223E0,1.281333923E0
3.826908817E1,-4.017938614E0,-2.202964067E0,9.746198058E-1
3.827914817E1,-2.617809057E0,-2.226153612E0,5.687143803E-1
3.828920817E1,2.091999531E0,-8.472421646E0,-8.844224215E-1
3.829926817E1,5.099151134E-1,-8.303777695E0,1.604606748E0
3.830932817E1,-4.955008030E0,-1.439069271E0,3.233889103E0
3.831938817E1,-3.611342192E0,2.639069796E0,1.029403448E0
3.832944817E1,-1.045539044E-3,4.557391644E0,1.134583235E0
3.833950817E1,2.265026093E0,5.505223751E0,2.318880081E0
3.834956817E1,1.917903543E0,4.063874722E0,3.358710527E0
3.835962817E1,-3.615422487E0,-2.511452913E0,3.512615919E0
3.836968817E1,-9.059408188E0,-8.676897049E0,2.504774570E0
3.837974817E1,-1.393014050E1,-6.023493767E0,1.909744263E0
3.838980817E1,-1.239333820E1,3.562426567E0,1.325172663E0
3.839986817E1,-3.027433395E0,1.700310588E0,2.245353222E0
3.840992817E1,-2.016411543E0,-3.664282322E0,2.977169037E0
3.841998817E1,-3.432011366E0,-2.409109116E0,1.942341805E0
3.843004817E1,-2.605653286E0,-6.345735192E-1,2.032417536E0
3.844010817E1,-9.609697461E-1,-7.073712349E-1,2.630235672E0
3.845016817E1,-5.292585492E-1,-1.927245021E0,2.097403288E0
3.846022817E1,-7.923682332E-1,-2.501676083E0,1.491647840E0
3.847028817E1,-1.020706296E0,-2.478985310E0,9.259836674E-1
3.848034817E1,-5.925286412E-1,-2.623175144E0,3.301291168E-1
3.849040817E1,3.634037450E-2,-2.134914398E0,-6.035245657E-1
3.850046817E1,3.463865072E-2,7.751370966E-2,-1.246060729E0
3.851052817E1,-2.710504234E-1,2.599690437E0,-1.531986594E0
3.852058817E1,-2.839760482E-1,4.848248959E0,-1.705657959E0
3.853064817E1,1.179128215E-1,5.424132347E0,-1.711671114E0
3.854070817E1,1.469556332E0,2.717211246E0,-1.490359306E0
3.855076817E1,2.300917625E0,8.309784532E-1,-1.029142380E0
3.856082817E1,2.423221588E0,1.525187045E-1,-7.685186863E-1
3.857088817E1,2.506361961E0,3.701741248E-2,-6.477834582E-1
3.858094817E1,2.993187189E0,9.946587961E-4,-8.294072151E-1
3.859100817E1,3.645455122E0,-6.357485056E-1,-1.285670877E0
3.860106817E1,3.749739647E0,-8.381087780E-1,-1.579516292E0
3.861112817E1,3.733211517E0,-2.296161205E-1,-1.756980300E0
3.862118817E1,3.782763720E0,3.209385872E-1,-1.848581314E0
3.863124817E1,3.813307524E0,2.324401587E-1,-1.864317060E0
3.864130817E1,4.095315456E0,-5.741756558E-1,-1.896883368E0
3.865136817E1,4.733457565E0,-8.099777699E-1,-1.933444381E0
3.866142817E1,6.115305424E0,1.340428829E0,-2.276413918E0
3.867148817E1,7.309351444E0,4.377421856E0,-3.705914736E0
3.868154817E1,5.921773911E0,1.785659075E0,-6.014196873E0
3.869160817E1,4.770048141E0,-3.321212530E-1,-7.242083073E0
3.870166817E1,3.659819841E0,-1.425845623E0,-7.303513050E0
3.871172817E1,3.539710999E0,-2.181350470E0,-5.191739082E0
3.872178817E1,3.575314760E0,-1.696254730E0,-3.351539135E0
3.873184817E1,3.460560322E0,5.430995226E-1,-4.582162857E0
3.874190817E1,3.451762915E0,3.004755497E0,-6.194523335E0
3.875196817E1,3.751445532E0,5.726598263E0,-5.949631214E0
3.876203117E1,4.041605949E0,8.244180679E0,-4.246152401E0
3.877209117E1,3.698210001E0,7.272159576E0,-2.266510248E0
3.878215117E1,2.746215105E0,6.029037476E0,-1.621438861E0
3.879221117E1,1.889570594E0,5.985223770E0,-1.381192684E0
