"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.298502808E1,-1.918274641E0,-1.091927290E0,2.381665945E0
1.299506808E1,-1.925023437E0,-7.113885283E-1,2.229129553E0
1.300513908E1,-1.897546887E0,-5.422386527E-1,1.987172365E0
1.301519896E1,-1.852055550E0,-5.748626590E-1,1.664428711E0
1.302523896E1,-1.787372828E0,-7.493177652E-1,1.272248149E0
1.303530996E1,-1.669831991E0,-1.010647893E0,8.318467736E-1
1.304538096E1,-1.481857419E0,-1.312815785E0,3.829648495E-1
1.305542096E1,-1.242892504E0,-1.596500158E0,-6.553634070E-3
1.306549196E1,-8.838318586E-1,-1.892106414E0,-3.318959177E-1
1.307556196E1,-3.827500939E-1,-2.158340693E0,-5.989281535E-1
1.308560296E1,1.341321766E-1,-2.450061083E0,-7.298447490E-1
1.309567296E1,7.823902965E-1,-2.851610899E0,-8.524627686E-1
1.310571396E1,1.465265036E0,-2.921660662E0,-9.978973866E-1
1.311578496E1,2.310453892E0,-2.056130409E0,-1.040413141E0
1.312585496E1,2.870589018E0,6.820055097E-2,-6.387388110E-1
1.313589596E1,2.700123549E0,4.717043400E0,-1.866221577E-1
1.314596596E1,2.854393244E0,9.004675865E0,-4.709765017E-1
1.315603696E1,1.115573525E0,3.428970337E0,-8.876762390E-1
1.316607796E1,-1.479711771E0,3.462271094E-1,-7.890973091E-1
1.317614796E1,-3.398519993E0,-1.812665313E-1,-1.673323214E-1
1.318621896E1,-6.233734131E0,-1.754826188E0,3.432650864E-2
1.319625896E1,-7.702585220E0,-9.669750333E-1,-5.364632010E-1
1.320632996E1,-6.932152748E0,1.887038589E0,-1.467053294E0
1.321637096E1,-6.038990974E0,7.063010931E-1,-9.945992231E-1
1.322644096E1,-4.535096645E0,-1.142390490E0,-2.710688412E-1
1.323651196E1,-2.874711037E0,-1.772067547E0,5.301674604E-1
1.324655196E1,-1.498465657E0,-1.473205209E0,1.158491969E0
1.325662296E1,-4.815062284E-1,-6.749384999E-1,1.328021407E0
1.326669396E1,1.580742896E-1,-1.162910014E-1,9.570010900E-1
1.327673396E1,3.800181448E-1,-1.009421349E-1,4.892959595E-1
1.328680496E1,4.525598884E-1,-2.558973730E-1,1.726161093E-1
1.329684496E1,4.154292941E-1,-7.228885293E-1,1.145160645E-1
1.330691596E1,6.757979989E-1,-1.089937449E0,1.754834503E-1
1.331698696E1,1.269203901E0,-1.245875120E0,2.521220446E-1
1.332702696E1,1.858464837E0,-1.278458714E0,3.009251952E-1
1.333709796E1,2.232724428E0,-1.184556365E0,2.683483362E-1
1.334716896E1,2.400800705E0,-8.145549893E-1,1.526101977E-1
1.335720896E1,2.332542896E0,-2.370900363E-1,2.449537627E-2
1.336727996E1,2.089437962E0,4.728376269E-1,-3.042863682E-2
1.337735096E1,1.622793913E0,1.054522038E0,-4.038725793E-2
1.338739096E1,1.108848929E0,1.580165267E0,-1.256501228E-1
1.339746196E1,5.791107416E-1,2.195972681E0,-3.516515791E-1
1.340750196E1,1.167256832E-1,2.202881336E0,-5.413021445E-1
1.341757296E1,-1.766089946E-1,1.246494532E0,-6.665037274E-1
1.342764396E1,-4.020405710E-1,-5.707859993E-1,-7.033809423E-1
1.343768396E1,-3.417279571E-3,-1.242561340E0,-7.510813475E-1
1.344775496E1,6.509252191E-1,-1.250680804E0,-6.106870770E-1
1.345782596E1,1.230264544E0,-9.759930968E-1,-4.065499306E-1
1.346786596E1,1.375061870E0,-7.396705151E-1,-3.503898531E-2
1.347793696E1,1.357065558E0,-5.377048850E-1,8.862277120E-2
1.348800696E1,1.500397921E0,5.167478919E-1,9.330786020E-2
1.349804796E1,2.137864828E0,2.743956327E0,-5.737859011E-2
1.350811896E1,3.086509943E0,5.413754940E0,-8.858033419E-1
1.351815896E1,5.090293407E0,7.725229740E0,-2.886547327E0
1.352822996E1,6.547359943E0,4.858402252E0,-4.010652542E0
1.353829996E1,5.117387295E0,1.514658928E0,-3.104597330E0
1.354834096E1,2.754298687E0,-1.113841414E0,-1.847996473E0
1.355841196E1,1.171340466E0,-1.678874969E0,-1.146493196E0
1.356848196E1,8.195413947E-1,-7.391049266E-1,-1.033084869E0
1.357852296E1,1.033837199E0,2.584488690E-1,-1.129550457E0
1.358859296E1,1.515377879E0,9.662402868E-1,-1.268535018E0
1.359866396E1,1.817015171E0,1.391713023E0,-1.156398654E0
1.360870396E1,1.667752862E0,1.137888193E0,-6.522779465E-1
1.361877496E1,1.207578778E0,7.127672434E-1,-1.436791867E-1
1.362881596E1,5.556650758E-1,6.754232049E-1,3.057732582E-1
1.363888596E1,-1.503248140E-2,5.092794895E-1,6.983743310E-1
1.364895696E1,-6.161820889E-1,1.127918959E-1,1.064601421E0
1.365899696E1,-1.308720112E0,-4.846163988E-1,1.447871089E0
1.366906796E1,-1.885826945E0,-1.147767544E0,1.671950579E0
1.367913896E1,-2.325270176E0,-1.695242882E0,1.682625651E0
1.368917896E1,-2.658053160E0,-2.072696686E0,1.595826268E0
1.369924996E1,-2.829624414E0,-2.446140051E0,1.494107127E0
1.370932096E1,-2.882740498E0,-2.751519203E0,1.388574958E0
1.371936096E1,-2.862131596E0,-2.862491846E0,1.304384112E0
1.372943196E1,-2.853166819E0,-2.727429390E0,1.229927421E0
1.373947196E1,-2.790152311E0,-2.471970081E0,1.130486369E0
1.374954296E1,-2.411868572E0,-2.310503960E0,9.624007344E-1
1.375961396E1,-2.023443937E0,-2.152292252E0,7.477558255E-1
1.376965396E1,-1.613937020E0,-2.159459591E0,5.665056109E-1
1.377972496E1,-9.885129333E-1,-2.442591190E0,3.395324349E-1
1.378979596E1,-2.863280177E-1,-2.719410658E0,3.423206508E-2
1.379983596E1,4.776271582E-1,-2.860320568E0,-4.176824093E-1
1.380990696E1,1.105996370E0,-2.569687843E0,-6.842384338E-1
1.381997796E1,1.617523909E0,-1.810711861E0,-6.129629612E-1
1.383001796E1,1.917930961E0,-8.646931052E-1,-3.727650940E-1
1.384008896E1,1.968391538E0,1.880986392E-1,-6.347116083E-2
1.385012896E1,1.824903011E0,1.337159753E0,1.995696425E-1
1.386019996E1,1.674872518E0,2.575222492E0,4.536764920E-1
1.387027096E1,1.585784078E0,4.576344013E0,6.678547263E-1
1.388031096E1,1.827934861E0,6.608911037E0,8.783084154E-1
1.389038196E1,1.679306269E0,8.524516106E0,9.435654879E-1
1.390045296E1,1.275337815E0,1.083371449E1,1.561987251E-1
1.391049296E1,-6.115983725E-1,5.284921169E0,-6.032556891E-1
1.392056396E1,-4.510836124E0,-4.311859131E0,5.710542947E-2
1.393063396E1,-7.532587528E0,-7.737834454E0,4.435053468E-1
1.394067496E1,-8.876369476E0,-5.836957455E0,3.965346515E-1
1.395074596E1,-8.730103493E0,-2.960464239E0,1.450412273E-1
1.396078596E1,-7.281713009E0,-8.790056109E-1,2.131369710E-2
1.397085696E1,-4.632585526E0,-8.330089971E-3,3.329229951E-1
1.398092696E1,-1.762129188E0,8.564472198E-3,1.068802595E0
1.399096796E1,2.028136998E-1,-1.393737644E-1,1.348425269E0
1.400103796E1,1.238842249E0,-6.728312969E-1,1.630416751E0
1.401110033E1,1.790586233E0,-7.713577151E-1,1.537719488E0
1.402114133E1,2.001152992E0,-7.307828069E-1,1.294938803E0
1.403121133E1,1.990328074E0,-8.935628533E-1,1.064442158E0
1.404125233E1,1.811877370E0,-1.170774460E0,8.129174709E-1
1.405132233E1,1.516246319E0,-1.193527699E0,5.229588151E-1
1.406139333E1,1.250042677E0,-7.797289491E-1,2.740552723E-1
1.407143433E1,1.129318118E0,-1.339289397E-1,1.168482304E-1
1.408150433E1,1.033045650E0,5.229456425E-1,1.064429618E-2
1.409157533E1,8.263976574E-1,9.523998499E-1,-4.719560221E-2
1.410161533E1,6.295120120E-1,1.182833791E0,-1.087258086E-1
1.411168633E1,6.152899265E-1,2.201530933E0,-3.456046581E-1
1.412175733E1,6.987558007E-1,3.527646065E0,-7.580454946E-1
1.413179733E1,6.537594199E-1,4.345582962E0,-1.156918526E0
1.414186833E1,5.534656048E-1,3.956424475E0,-1.040257454E0
1.415190833E1,4.603418708E-1,3.310261250E0,-4.015578032E-1
1.416197933E1,4.739399552E-1,2.381055593E0,4.908126295E-1
1.417205033E1,3.517062366E-1,1.627222896E0,1.165261626E0
1.418209033E1,-4.008950293E-2,1.776882559E-1,1.455588222E0
1.419216133E1,-1.867932454E-2,-5.986828804E-1,1.194202781E0
1.420223233E1,2.743637264E-1,-7.566758245E-2,9.962966442E-1
1.421227233E1,2.518162727E-1,2.704033554E-1,1.085370302E0
1.422234333E1,-1.328592151E-1,-2.625433803E-1,1.413159847E0
1.423241433E1,-8.169140220E-1,-8.043330908E-1,1.776765704E0
1.424245433E1,-1.074131012E0,1.322647452E0,1.269801855E0
1.425252533E1,1.092997193E0,3.603603125E0,4.116462767E-1
1.426256533E1,4.383560181E0,1.690261602E0,2.477311045E-1
1.427263633E1,4.549879551E0,-9.902538061E-1,-1.846241578E-2
1.428270733E1,4.025374413E0,-2.215730429E0,-1.237829089E0
1.429274733E1,3.144606829E0,-2.513874769E0,-3.115367889E0
1.430281833E1,2.587801456E0,-1.323639601E-1,-4.781365871E0
1.431288933E1,3.540787935E0,4.919337273E0,-6.568000793E0
1.432292933E1,4.788387775E0,3.323325872E0,-7.593508720E0
1.433300033E1,4.472967148E0,3.070757985E-1,-6.773636818E0
1.434307033E1,3.033838034E0,6.045615673E-1,-4.109320641E0
1.435311133E1,1.848176003E0,7.739773393E-1,-9.598127604E-1
1.436318233E1,1.061984777E0,1.105495572E0,1.034970999E0
1.437322233E1,7.682521939E-1,1.133919239E0,1.926057339E0
1.438329333E1,6.177470684E-1,6.612582207E-1,2.050127983E0
1.439336333E1,5.314887762E-1,2.560989857E-1,1.782330155E0
1.440340433E1,4.886989892E-1,1.860243082E-1,1.443325162E0
1.441347533E1,4.285979569E-1,8.788645267E-2,1.187989950E0
1.442354533E1,3.172930181E-1,-2.094666660E-1,1.065308571E0
1.443358633E1,1.201441139E-1,-7.270634770E-1,1.082568049E0
1.444365633E1,-3.131511509E-1,-1.133975029E0,1.131709218E0
1.445372733E1,-1.023629665E0,-1.424151421E0,1.130307317E0
1.446376833E1,-1.761960745E0,-1.782324433E0,1.128133416E0
1.447383833E1,-2.342311859E0,-2.162495852E0,1.122516155E0
1.448387933E1,-2.725053310E0,-2.412719488E0,1.097131729E0
1.449394933E1,-2.889922380E0,-2.541090965E0,1.058417439E0
1.450402033E1,-2.861531019E0,-2.569149256E0,9.832561612E-1
1.451406033E1,-2.701036692E0,-2.517498732E0,8.734649420E-1
1.452413133E1,-2.469933033E0,-2.423457623E0,7.327914834E-1
1.453420233E1,-2.160323620E0,-2.348510742E0,5.931911469E-1
1.454424233E1,-1.807963610E0,-2.324593306E0,4.515914023E-1
1.455431333E1,-1.303921342E0,-2.433570862E0,2.689664364E-1
1.456438433E1,-6.364293098E-1,-2.642420053E0,-5.460017174E-2
1.457442433E1,3.029193543E-2,-2.650747299E0,-4.132105410E-1
1.458449533E1,5.626443028E-1,-2.268492699E0,-5.943270922E-1
1.459453533E1,8.595519066E-1,-1.626356602E0,-5.483330488E-1
1.460460633E1,1.028890610E0,-1.014308453E0,-4.266456962E-1
1.461467733E1,1.301946640E0,-4.659968913E-1,-4.545310736E-1
1.462471733E1,1.660253644E0,5.240508318E-1,-4.629985988E-1
1.463478833E1,2.115407944E0,1.711092234E0,-4.014316797E-1
1.464485933E1,2.350144625E0,2.817507267E0,-2.198661715E-1
1.465489933E1,2.207088947E0,3.485612631E0,-6.729064882E-2
1.466497033E1,1.178023934E0,7.035481930E0,2.169325501E-1
1.467501033E1,3.578613400E-1,3.324561119E0,-3.094727397E-1
1.468508133E1,-2.093077183E0,-8.427312970E-1,-2.321974039E-1
1.469515233E1,-4.676260948E0,-3.675874233E0,5.163367391E-1
1.470519233E1,-7.348482132E0,-3.939644098E0,6.256189942E-1
1.471526333E1,-8.331649780E0,-1.607225418E0,-2.636840940E-1
1.472533433E1,-7.371851921E0,-3.114089966E-1,-1.020071149E0
1.473537433E1,-5.629932404E0,1.230422333E-1,-1.335638404E0
1.474544533E1,-3.880623817E0,-8.424794078E-1,-7.791976333E-1
1.475551633E1,-2.282987118E0,-1.326404333E0,7.487772405E-2
1.476555633E1,-8.887428045E-1,-1.155496955E0,7.154015303E-1
1.477562733E1,1.950214207E-1,-6.268207431E-1,8.883799314E-1
1.478566733E1,8.379348516E-1,-2.074804753E-1,7.266895175E-1
1.479573833E1,1.069079041E0,-1.106607243E-1,5.237039924E-1
1.480580933E1,9.339765906E-1,-2.948971391E-1,5.219774246E-1
1.481584933E1,9.148228765E-1,-6.720867753E-1,6.898958683E-1
1.482592033E1,1.087624311E0,-7.853984237E-1,7.090914249E-1
1.483599033E1,1.314253211E0,-1.049547672E0,6.535971165E-1
1.484603133E1,1.516424179E0,-1.213106394E0,5.360364318E-1
1.485610133E1,1.663501024E0,-1.264852285E0,4.138920605E-1
1.486617233E1,1.766512513E0,-1.270056844E0,2.810828686E-1
1.487621333E1,1.875803232E0,-1.222963810E0,1.523543745E-1
1.488628333E1,1.932342649E0,-7.601270080E-1,-1.116345450E-2
1.489632433E1,1.800597072E0,2.573458850E-1,-2.376705855E-1
1.490639433E1,1.506832600E0,1.421172023E0,-4.141643941E-1
1.491646533E1,1.111534238E0,2.659443617E0,-4.355805814E-1
1.492650633E1,8.522915244E-1,3.412520409E0,-4.245196581E-1
1.493657633E1,2.994496822E-1,3.021918058E0,-1.561962068E-1
1.494664733E1,-2.524148226E-1,1.578519583E0,1.557965726E-1
1.495668733E1,-6.229215264E-1,5.260146260E-1,2.963575721E-1
1.496675833E1,-8.971085548E-1,-1.243726134E0,3.172777891E-1
1.497682933E1,-6.624069214E-1,-2.240215540E0,6.855677068E-2
1.498686933E1,-5.645605177E-2,-1.981751204E0,-1.952857971E-1
1.499694033E1,4.482011497E-1,-1.709616423E0,-3.471700251E-1
1.500698033E1,7.320506573E-1,-1.134133101E0,-4.131610394E-1
1.501704563E1,6.403253078E-1,-8.710460067E-1,-3.205803335E-1
1.502711662E1,1.873250604E-1,-4.225491881E-1,-4.233783484E-1
1.503715662E1,-1.268631816E-1,9.079439044E-1,-4.734561443E-1
1.504722763E1,4.161026478E-1,2.857353449E0,-7.807154059E-1
1.505729863E1,2.088552952E0,5.885480404E0,-1.911158442E0
1.506733862E1,4.799308300E0,8.728461266E0,-4.387514591E0
1.507740963E1,7.477360725E0,7.010888100E0,-6.495947838E0
1.508748063E1,7.892990589E0,4.383965492E0,-6.241127014E0
1.509752062E1,5.744273663E0,2.717792273E0,-4.599375248E0
1.510759162E1,2.140770674E0,8.931200504E-1,-1.924313188E0
1.511763163E1,-4.978133738E-1,-1.398968697E0,6.371872425E-1
1.512770263E1,-1.199649334E0,-1.444485307E0,1.152240157E0
1.513777362E1,-5.675064325E-1,-7.197276950E-1,6.615888476E-1
1.514781363E1,2.034970671E-1,1.389760971E-1,1.555738300E-1
1.515788463E1,5.210687518E-1,1.463887334E0,-3.600031510E-2
1.516795562E1,5.340543389E-1,2.674893618E0,7.014822215E-2
1.517799562E1,3.650647700E-1,3.458345413E0,4.159455895E-1
1.518806663E1,-5.814162642E-2,3.446787357E0,9.402287602E-1
1.519813763E1,-5.392958522E-1,2.705676317E0,1.483598351E0
1.520817762E1,-1.130723000E0,1.500668049E0,1.973692179E0
1.521824863E1,-1.829617023E0,2.800434828E-1,2.204017878E0
1.522828863E1,-2.343349457E0,-9.937466979E-1,2.181871414E0
1.523835962E1,-2.540339470E0,-2.116054535E0,2.015343666E0
1.524842962E1,-2.555445671E0,-2.918386936E0,1.823388934E0
1.525847063E1,-2.487572908E0,-3.312003613E0,1.644200325E0
1.526854163E1,-2.274848938E0,-3.386046410E0,1.455986261E0
1.527861162E1,-2.049359798E0,-3.073478460E0,1.191118002E0
1.528865263E1,-1.751176953E0,-2.686058044E0,8.457420468E-1
1.529872263E1,-1.448806643E0,-2.449520350E0,5.449265242E-1
1.530876362E1,-1.268947124E0,-2.348322630E0,3.003742993E-1
1.531883462E1,-1.098377228E0,-2.461097956E0,1.073689014E-1
1.532890463E1,-9.747087359E-1,-2.515227318E0,-1.088386308E-2
1.533894563E1,-7.820835114E-1,-2.496061563E0,-1.201728955E-1
1.534901562E1,-5.657730699E-1,-2.326469421E0,-1.870803088E-1
1.535908663E1,-2.863348424E-1,-2.118806124E0,-1.567950845E-1
1.536912763E1,8.009773493E-2,-1.965101719E0,-5.821179226E-2
1.537919762E1,4.447369576E-1,-1.508892298E0,1.177679598E-1
1.538926862E1,9.573800564E-1,-3.032332985E-3,3.460996449E-1
1.539930863E1,1.313026905E0,2.012248993E0,6.456443667E-1
1.540937962E1,1.713126659E0,3.638412476E0,8.385711908E-1
1.541941962E1,1.877632022E0,4.963453293E0,1.017222047E0
1.542949063E1,1.887018561E0,9.778630257E0,2.627476752E-1
1.543956163E1,1.034436941E0,7.692580223E0,-1.123139262E0
1.544960162E1,-6.605631113E-1,-8.921978623E-2,-1.691807508E0
1.545967262E1,-4.093027115E0,-6.526435852E0,-1.771026134E0
1.546974363E1,-6.594339848E0,-7.501280308E0,-1.405399323E0
1.547978362E1,-7.143353462E0,-4.548105240E0,-1.323138952E0
1.548985462E1,-6.462721825E0,4.213111997E-1,-2.433824301E0
1.549992563E1,-4.848103523E0,1.671057582E0,-2.320130110E0
1.550996563E1,-2.986423016E0,8.085308671E-1,-1.662581205E0
1.552003662E1,-1.219227672E0,-9.879953265E-1,-6.491454244E-1
1.553007662E1,7.474850863E-2,-2.217875004E0,4.377007484E-1
1.554014763E1,8.105348945E-1,-2.549127102E0,1.254585266E0
1.555021862E1,1.058956742E0,-2.416251183E0,1.668841243E0
1.556025862E1,8.654890656E-1,-2.265975237E0,1.741673112E0
1.557032963E1,3.404737711E-1,-2.434259653E0,1.567562819E0
1.558040063E1,1.967265606E-1,-2.106290817E0,1.314495921E0
1.559044062E1,3.574153185E-1,-1.579231024E0,1.067877173E0
1.560051162E1,7.020432949E-1,-9.320022464E-1,7.912522554E-1
1.561058263E1,1.100867152E0,-3.769310117E-1,4.713493586E-1
1.562062262E1,1.372974277E0,1.051692665E-2,1.520506442E-1
1.563069362E1,1.614465952E0,3.609963953E-1,-1.141930297E-1
1.564073363E1,1.815073729E0,7.665882707E-1,-2.973934114E-1
1.565080463E1,1.837176681E0,1.254375815E0,-3.486360908E-1
1.566087562E1,1.473389268E0,1.978098154E0,-3.475158513E-1
1.567091562E1,9.234661460E-1,2.566075325E0,-3.354503810E-1
1.568098663E1,4.762170017E-1,2.728392839E0,-3.330949247E-1
1.569105662E1,1.110009253E-1,1.967355371E0,-2.083237022E-1
1.570109762E1,-8.992283791E-2,1.139986992E0,-6.490357965E-2
1.571116863E1,-2.116926759E-1,6.989215966E-3,1.413157862E-2
1.572123863E1,-5.557709932E-1,-8.776109219E-1,6.121286750E-2
1.573127962E1,-7.270074487E-1,-1.473106742E0,-1.374632958E-2
1.574134963E1,-6.656980515E-1,-1.517278671E0,-1.902808845E-1
1.575139063E1,-4.512493908E-1,-8.997990489E-1,-2.873544395E-1
1.576146062E1,-9.967833012E-2,-3.916484416E-1,-2.831161767E-2
1.577153162E1,1.717798598E-2,-3.892521262E-1,3.947714567E-1
1.578157263E1,-6.991231441E-2,-8.307021260E-1,7.768674493E-1
1.579164263E1,-1.700059026E-1,-9.973648787E-1,6.227447391E-1
1.580171362E1,-2.377266064E-3,-7.860195041E-1,5.925417542E-1
1.581175363E1,5.831102133E-1,1.632054210E0,6.615796685E-1
1.582182463E1,2.222963095E0,4.277579308E0,1.026915684E-1
1.583186562E1,4.401670456E0,8.561600685E0,-2.110393286E0
1.584193562E1,6.902892113E0,1.037615204E1,-6.046886444E0
1.585200663E1,8.080363274E0,4.591442108E0,-8.059295654E0
1.586204662E1,7.456375599E0,2.786557674E0,-7.609413147E0
1.587211762E1,5.028162956E0,6.831296682E-1,-4.410266399E0
1.588218863E1,1.843069434E0,-1.055536389E0,-1.128323898E-1
1.589222863E1,4.441249967E-1,-1.052902222E0,1.484386802E0
1.590229962E1,5.484681726E-1,-8.975089788E-1,1.418506622E0
1.591237062E1,8.673281670E-1,-2.686996162E-1,1.100272179E0
1.592241063E1,9.947104454E-1,-4.260132089E-2,1.010172844E0
1.593248163E1,1.189389706E0,-3.253898919E-1,9.089183211E-1
1.594252162E1,1.300777197E0,-8.713170290E-1,8.090513945E-1
1.595259263E1,3.267755210E-1,-1.348663807E0,9.120520353E-1
1.596266363E1,-6.782243252E-1,-1.800611854E0,1.194777012E0
1.597270362E1,-1.219717622E0,-1.875059962E0,1.274910212E0
1.598277462E1,-1.518568277E0,-2.037445784E0,1.244290709E0
1.599284563E1,-1.924673200E0,-2.171504021E0,1.253351808E0
1.600288562E1,-2.290323257E0,-2.171108723E0,1.243857384E0
1.601297900E1,-2.477572203E0,-1.831124783E0,1.176364899E0
1.602305000E1,-2.534731388E0,-1.133729935E0,1.091206312E0
1.603309000E1,-2.464606762E0,-5.552420020E-1,9.507051706E-1
1.604316100E1,-2.392636061E0,-3.418616951E-1,7.676324248E-1
1.605320100E1,-2.349345684E0,-4.234659970E-1,6.008509398E-1
1.606327200E1,-2.198905706E0,-7.376608849E-1,4.679815471E-1
1.607334300E1,-1.994696021E0,-9.477691054E-1,3.096369207E-1
1.608338300E1,-1.723649740E0,-1.027319908E0,1.028646082E-1
1.609345400E1,-1.409812450E0,-1.054490805E0,-1.138418689E-1
1.610352500E1,-1.086592078E0,-1.180114031E0,-1.807882190E-1
1.611356500E1,-7.493525147E-1,-1.476617694E0,-9.991519898E-2
1.612363600E1,-2.679168582E-1,-1.905626893E0,2.115420997E-2
1.613370600E1,3.910802007E-1,-2.296206713E0,1.140170395E-1
1.614374700E1,1.218561530E0,-2.664336920E0,9.732645750E-2
1.615381700E1,2.215355635E0,-2.953794241E0,-1.606781930E-1
1.616385800E1,3.306662560E0,-2.557782888E0,-5.225225687E-1
1.617392900E1,3.884935617E0,-9.560849071E-1,-5.171427131E-1
1.618399900E1,3.566320419E0,2.231402397E0,-3.211072981E-1
1.619404000E1,2.830195189E0,6.397701740E0,-5.886013508E-1
1.620411000E1,1.180179238E0,7.184074879E0,-5.761975646E-1
1.621418100E1,-1.172063649E-1,5.813349724E0,-3.997258544E-1
1.622422200E1,-5.388358235E-1,4.868289471E0,-1.455516964E-1
1.623429200E1,-1.759646177E0,2.739830017E0,-1.396338940E-1
1.624436300E1,-3.413446665E0,-1.794438243E0,-7.937076092E-1
1.625440300E1,-5.274135113E0,-7.289271355E0,-1.860673308E0
1.626447400E1,-5.992930412E0,-7.259651661E0,-2.444872618E0
1.627451400E1,-4.925474644E0,-4.136127949E0,-2.024331570E0
1.628458500E1,-2.895575762E0,-1.433922529E0,-9.428167939E-1
1.629465600E1,-1.145888686E0,3.113177121E-1,3.873082995E-1
1.630469600E1,5.141548812E-2,1.486987233E0,1.550947189E0
1.631476700E1,8.742116094E-1,2.292434454E0,2.438946009E0
1.632483800E1,1.367728233E0,2.732202053E0,3.135073900E0
1.633487800E1,1.493894696E0,2.546220303E0,3.704714298E0
1.634494900E1,1.210041404E0,1.541088581E0,4.240660667E0
1.635502000E1,7.819419503E-1,-3.354250193E-1,4.300906181E0
1.636506000E1,4.840356708E-1,-2.221499681E0,3.666840315E0
1.637513100E1,2.008524388E-1,-3.348064661E0,2.697085857E0
1.638517100E1,-1.631713212E-1,-3.718050480E0,1.908629656E0
1.639524200E1,-1.654413939E-1,-3.921886206E0,1.338434339E0
1.640531300E1,-3.075295389E-1,-3.010917425E0,6.920187473E-1
1.641535300E1,3.080642037E-2,-2.082164526E0,-1.627183706E-2
1.642542400E1,4.747988284E-1,-1.168801665E0,-5.883180499E-1
1.643549500E1,7.356008291E-1,-3.635065258E-1,-8.676098585E-1
1.644553500E1,6.305626631E-1,4.683741331E-1,-7.985709310E-1
1.645560600E1,6.085769534E-1,8.169118762E-1,-6.736785173E-1
1.646564600E1,5.590620637E-1,9.976366162E-1,-5.869652629E-1
1.647571700E1,1.766539179E-2,2.104172945E0,-6.250287890E-1
1.648578800E1,-4.273318350E-1,3.171076298E0,-6.860055923E-1
1.649582800E1,-6.572492123E-1,3.174314499E0,-7.056854963E-1
1.650589900E1,-1.159606814E0,2.298518181E0,-7.990769744E-1
1.651597000E1,-1.009199262E0,1.289852262E0,-7.252445817E-1
1.652601000E1,-4.104711711E-1,2.743776143E-1,-3.092091382E-1
1.653608100E1,1.131323799E-1,-3.172734380E-1,3.539906740E-1
1.654615100E1,-1.277126558E-2,3.181050420E-1,7.674733400E-1
1.655619200E1,-4.392663836E-1,2.377114773E0,9.380498528E-1
1.656626300E1,4.924267232E-1,3.025678158E0,9.205409288E-1
1.657630300E1,1.501352787E0,2.083353281E0,-3.957855701E-1
1.658637400E1,1.774060607E0,2.412312984E0,-2.383622646E0
1.659644400E1,1.907931924E0,4.993266106E0,-4.109284401E0
1.660648500E1,3.697533607E0,7.724443913E0,-6.454962730E0
1.661655600E1,4.651753902E0,3.659020901E0,-7.316804409E0
1.662662600E1,4.356456280E0,6.032367945E-1,-6.353673935E0
1.663666700E1,3.552268505E0,4.626050591E-1,-3.751732826E0
1.664673700E1,2.122011423E0,-8.167434335E-1,-3.655378707E-3
1.665680800E1,1.102844834E0,-2.170615673E0,1.757330775E0
1.666684800E1,9.686949849E-1,-2.660764456E0,1.786247492E0
1.667691900E1,1.223854899E0,-2.374193907E0,1.456611276E0
1.668696000E1,1.573761463E0,-8.893036842E-1,1.093971014E0
1.669703000E1,1.803903937E0,3.835914433E-1,9.185014367E-1
1.670710100E1,1.807986259E0,1.147004962E0,9.071842432E-1
1.671714100E1,1.570343256E0,1.377890348E0,1.102433324E0
1.672721200E1,8.579314947E-1,8.381111026E-1,1.528941154E0
1.673728300E1,-1.947625428E-1,-2.266601175E-1,1.979108930E0
1.674732300E1,-1.469518542E0,-1.172862768E0,2.220658302E0
1.675739400E1,-2.527513027E0,-2.000667334E0,2.301811934E0
1.676746500E1,-3.207229137E0,-2.385143518E0,2.264495373E0
1.677750500E1,-3.581232548E0,-2.335369587E0,2.092494249E0
1.678757600E1,-3.701245308E0,-2.145636797E0,1.826209426E0
1.679761600E1,-3.569340467E0,-2.109357595E0,1.519373059E0
1.680768700E1,-3.317706585E0,-2.165117025E0,1.188119173E0
1.681775800E1,-2.950580597E0,-2.299365282E0,8.385638595E-1
1.682779800E1,-2.551600933E0,-2.361123562E0,4.626303911E-1
1.683786900E1,-2.128165007E0,-2.352035284E0,8.829751611E-2
1.684794000E1,-1.695535302E0,-2.263089418E0,-2.703329623E-1
1.685798000E1,-1.165275693E0,-2.237894297E0,-6.088340282E-1
1.686805100E1,-6.356130838E-1,-2.196924686E0,-8.498454690E-1
1.687812200E1,-1.306367069E-1,-2.184987307E0,-9.104962945E-1
1.688816200E1,2.880428433E-1,-1.943926692E0,-8.392774463E-1
1.689823300E1,6.468105912E-1,-1.561035872E0,-6.153593659E-1
1.690827300E1,8.790516257E-1,-9.405406117E-1,-3.565171659E-1
1.691834400E1,1.050912142E0,-9.723545611E-2,-1.910829246E-1
1.692841500E1,1.124001026E0,1.353574753E0,-7.819153368E-2
1.693845500E1,1.617713332E0,3.583402634E0,-6.003755704E-2
1.694852600E1,2.344205379E0,7.568925381E0,-2.162331343E-1
1.695859700E1,3.887513876E0,1.082321072E1,-5.862799287E-1
1.696863700E1,3.269269705E0,6.279294014E0,-2.165167779E-1
1.697870800E1,1.486927867E0,2.752983570E0,4.524176121E-1
1.698874800E1,-1.200556278E0,-1.212903857E0,1.124794602E0
1.699881900E1,-3.648829937E0,-4.751146793E0,6.802427769E-1
1.700888900E1,-5.872810364E0,-7.636558533E0,-1.920350492E-1
