"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.395853333E1,-7.907612920E-1,-2.631341517E-1,1.123476148E0
4.396857333E1,-3.123766184E-1,-1.148150414E-1,7.771343589E-1
4.397864433E1,-1.996133178E-1,-2.049100399E-1,6.831503510E-1
4.398871533E1,1.950036883E-1,-3.415476084E-1,6.134290695E-1
4.399875533E1,7.047763467E-1,-1.673097908E-1,4.499687552E-1
4.400882633E1,1.185527325E0,3.714689985E-2,3.315507770E-1
4.401886633E1,1.604496956E0,2.994088829E-1,4.006603360E-1
4.402893733E1,1.977591991E0,4.943294227E-1,5.685825348E-1
4.403900433E1,2.193510532E0,4.546203613E-1,7.464864850E-1
4.404904433E1,2.170134783E0,3.151741922E-1,8.147400618E-1
4.405911533E1,1.850495338E0,1.846976876E-1,6.615757942E-1
4.406918633E1,1.167297482E0,4.341127276E-1,4.980068803E-1
4.407922633E1,1.965034157E-1,1.310867190E0,4.117082059E-1
4.408929733E1,-7.800970078E-1,1.200999737E0,6.122083068E-1
4.409933733E1,-1.526092649E0,3.679415882E-1,1.051970720E0
4.410940833E1,-1.973898053E0,-5.379953384E-1,1.359167695E0
4.411947933E1,-1.770405412E0,-1.751081467E0,1.266810417E0
4.412951933E1,-1.419129372E0,-4.052356780E-1,9.081538916E-1
4.413959033E1,3.873484135E-1,2.369603395E0,7.702533007E-1
4.414966133E1,2.636487722E0,4.192439079E0,8.646357059E-1
4.415970133E1,4.126043797E0,5.428785801E0,1.143733144E0
4.416977233E1,5.005594254E0,6.531666279E0,1.418261647E0
4.417984233E1,5.419061661E0,7.772533417E0,1.130907655E0
4.418988333E1,5.790421486E0,8.610428810E0,-4.321495295E-1
4.419995433E1,7.555990219E0,7.129722595E0,-3.836849451E0
4.420999433E1,9.451299667E0,5.748688221E0,-7.166100502E0
4.422006533E1,8.956785202E0,1.408222318E0,-7.424410343E0
4.423013533E1,6.665047169E0,-2.678064346E0,-5.622242928E0
4.424017633E1,3.971289635E0,-3.557209969E0,-2.660006046E0
4.425024733E1,1.575308442E0,-3.719451427E0,4.515637755E-1
4.426031733E1,6.337499022E-1,-3.267439604E0,1.399154663E0
4.427035833E1,7.861543894E-1,-2.616037130E0,1.055432081E0
4.428042833E1,9.505521059E-1,-1.823707104E0,6.237118244E-1
4.429046933E1,7.485404015E-1,-9.465939403E-1,4.252687693E-1
4.430053933E1,5.013980269E-1,-2.772549987E-1,3.553424180E-1
4.431061033E1,2.464235276E-1,3.254527748E-1,3.796882629E-1
4.432065133E1,-1.268153079E-2,8.462126255E-1,5.389343500E-1
4.433072133E1,-2.511175275E-1,1.177091241E0,8.454915881E-1
4.434079233E1,-5.179641247E-1,1.286738634E0,1.299320817E0
4.435083233E1,-8.639085293E-1,1.203266025E0,1.832825303E0
4.436090333E1,-1.305119991E0,1.046533942E0,2.226166487E0
4.437097433E1,-1.757652640E0,5.506504178E-1,2.454512358E0
4.438101433E1,-2.272932053E0,2.891933359E-2,2.602718592E0
4.439108533E1,-2.601118088E0,-4.555703998E-1,2.664586782E0
4.440112533E1,-2.766866207E0,-8.982436657E-1,2.645269632E0
4.441119633E1,-2.829543591E0,-1.181864858E0,2.473054647E0
4.442126733E1,-2.794180632E0,-1.408588767E0,2.151556253E0
4.443130733E1,-2.672164440E0,-1.565082431E0,1.744809747E0
4.444137833E1,-2.422508717E0,-1.720501661E0,1.269564152E0
4.445144933E1,-2.064471006E0,-1.802505493E0,7.487719655E-1
4.446148933E1,-1.606072664E0,-1.824469924E0,2.185086608E-1
4.447156033E1,-1.162691355E0,-1.798603177E0,-2.620702684E-1
4.448160033E1,-6.910263300E-1,-2.062262058E0,-7.556325793E-1
4.449167133E1,-3.047767878E-1,-2.369735241E0,-1.178755522E0
4.450174233E1,1.099815071E-1,-2.717289448E0,-1.361476898E0
4.451178233E1,6.720044613E-1,-2.418219566E0,-1.308337688E0
4.452185333E1,1.376514912E0,-1.797268391E0,-1.080146074E0
4.453192433E1,1.842291474E0,-8.208668828E-1,-8.682904243E-1
4.454196433E1,1.854883432E0,1.463863850E0,-6.364995241E-1
4.455203533E1,1.185939908E0,6.335093498E0,-6.037556529E-1
4.456210633E1,-1.367437243E-1,5.286889553E0,-5.201299787E-1
4.457214633E1,-9.244089723E-1,3.809131384E0,-9.317343831E-1
4.458221733E1,-2.745619297E0,1.212110877E0,-7.114432454E-1
4.459225733E1,-5.696433067E0,-2.711337805E0,-4.595526457E-1
4.460232833E1,-7.544232368E0,-4.118369102E0,-1.918405294E-1
4.461239933E1,-8.063147545E0,-3.419834614E0,-7.866233587E-2
4.462243933E1,-7.495458126E0,-2.256622553E0,-1.344471704E-2
4.463251033E1,-6.527195930E0,-8.466811776E-1,1.274160445E-1
4.464258033E1,-5.032070160E0,-1.300930083E-1,6.691243052E-1
4.465262133E1,-3.501693726E0,-6.189095974E-1,1.366216779E0
4.466269233E1,-1.824146152E0,-9.815666080E-1,1.674423933E0
4.467273233E1,-4.659442604E-1,-9.865047336E-1,1.588821292E0
4.468280333E1,2.924249470E-1,-6.257372499E-1,1.154803276E0
4.469287333E1,5.703833699E-1,-2.285099030E-1,6.705642343E-1
4.470291433E1,4.816412330E-1,-1.589137912E-1,3.419804871E-1
4.471298533E1,3.828120232E-1,-2.884920835E-1,1.708170325E-1
4.472305533E1,6.768276691E-1,-3.392242491E-1,-6.803257018E-2
4.473309633E1,1.249467015E0,-2.254558951E-1,-3.284734488E-1
4.474316633E1,1.802932620E0,-1.364085916E-2,-3.458897173E-1
4.475320733E1,2.286689758E0,2.835063338E-1,-2.230722159E-1
4.476327833E1,2.543956041E0,6.137694716E-1,-5.096995458E-2
4.477334833E1,2.393117666E0,7.728805542E-1,6.284504384E-2
4.478338933E1,1.874960184E0,3.915688396E-1,1.893774122E-1
4.479345933E1,1.060900211E0,-1.891874969E-1,2.989254594E-1
4.480353033E1,-2.398260869E-2,-3.725871444E-1,2.659803033E-1
4.481357033E1,-8.929854631E-1,-3.621413708E-1,3.953633308E-1
4.482364133E1,-9.677640796E-1,-8.304609060E-1,5.741741061E-1
4.483371233E1,-3.720197082E-1,-1.054418921E0,6.096979380E-1
4.484375233E1,5.378112197E-1,-5.276952386E-1,5.567743182E-1
4.485382333E1,1.273561239E0,2.597132921E-1,9.925377369E-1
4.486386333E1,1.668124437E0,6.464546323E-1,1.473294258E0
4.487393433E1,1.961682796E0,7.351227403E-1,1.628442049E0
4.488400533E1,2.494821072E0,2.251673937E0,1.830893397E0
4.489404533E1,3.077215433E0,3.337373495E0,1.479234219E0
4.490411633E1,3.336194992E0,5.472460270E0,3.635713160E-1
4.491418733E1,3.901504040E0,7.345897675E0,-2.186296463E0
4.492422733E1,5.182166576E0,7.830261707E0,-5.402646542E0
4.493429833E1,5.945317268E0,5.604954720E0,-7.281920433E0
4.494433833E1,6.007725716E0,2.666893482E0,-6.946005344E0
4.495440933E1,5.835258007E0,5.868862867E-1,-4.749593735E0
4.496448033E1,5.254822254E0,-6.176702976E-1,-1.924528718E0
4.497452033E1,4.450548649E0,-2.076118141E-1,-1.478169113E-1
4.498459133E1,3.722175121E0,7.225038409E-1,8.617054224E-1
4.499466233E1,3.052401066E0,1.042149663E0,1.132578969E0
4.500470233E1,2.253351212E0,8.903877735E-1,9.498928785E-1
4.501477333E1,1.341506362E0,6.287597418E-1,4.870223999E-1
4.502484433E1,4.891443253E-1,1.125416309E-1,9.249452502E-2
4.503486433E1,-2.126159519E-1,-5.692918301E-1,-5.451727659E-2
4.504493533E1,-7.480330467E-1,-1.045176387E0,-2.286480740E-2
4.505497533E1,-1.176466584E0,-1.182191730E0,1.641543210E-1
4.506504633E1,-1.502404690E0,-1.063926339E0,4.756533504E-1
4.507511733E1,-1.757724404E0,-9.643368721E-1,8.686235547E-1
4.508515733E1,-2.004028320E0,-8.931026459E-1,1.216153502E0
4.509522833E1,-2.135009527E0,-9.345740080E-1,1.466116190E0
4.510529933E1,-2.125883818E0,-9.706159234E-1,1.572894335E0
4.511533933E1,-2.035957575E0,-8.996348977E-1,1.504460931E0
4.512541033E1,-1.936526537E0,-7.827948332E-1,1.257126212E0
4.513545033E1,-1.866419554E0,-6.992096305E-1,8.352048993E-1
4.514552133E1,-1.821829438E0,-6.529231071E-1,3.215593994E-1
4.515559133E1,-1.748384476E0,-6.650138497E-1,-1.770335734E-1
4.516563233E1,-1.605150938E0,-7.197958827E-1,-5.934073329E-1
4.517570333E1,-1.402269244E0,-8.510621190E-1,-8.841254711E-1
4.518577333E1,-1.170918584E0,-1.063644528E0,-1.025453568E0
4.519581433E1,-9.249739647E-1,-1.327497363E0,-1.059219360E0
4.520588433E1,-6.765252948E-1,-1.627046347E0,-1.013471246E0
4.521592533E1,-4.795317650E-1,-1.889812112E0,-8.701644540E-1
4.522599633E1,-2.902311087E-1,-2.154158831E0,-6.643279195E-1
4.523606633E1,-4.644723609E-3,-2.460527182E0,-5.109602809E-1
4.524610733E1,4.275724590E-1,-2.529644966E0,-4.524319470E-1
4.525617733E1,1.260058641E0,-2.544907093E0,-3.753046691E-1
4.526624833E1,2.467765808E0,-2.568942547E0,-8.790776134E-2
4.527628933E1,3.610628843E0,-2.313406467E0,4.556370378E-1
4.528635933E1,4.100945950E0,-1.278496385E0,9.365152121E-1
4.529643033E1,2.208324432E0,-1.798920333E-1,1.265316844E0
4.530647033E1,-1.493947625E0,-4.492601156E-1,1.089518905E0
4.531654133E1,-7.772611618E0,-6.041932106E0,1.765680313E0
4.532658133E1,-1.064887047E1,-7.483212471E0,2.846060753E0
4.533665233E1,-1.054283810E1,-6.619297028E0,2.730841160E0
4.534672333E1,-8.892595291E0,-4.245121002E0,2.095142603E0
4.535676333E1,-7.441906929E0,-2.494595289E0,1.948964715E0
4.536683433E1,-6.321925163E0,-1.593053102E0,2.177669048E0
4.537690533E1,-4.783137798E0,-8.713216186E-1,2.118479729E0
4.538694533E1,-2.947771311E0,-7.127287984E-2,1.398003817E0
4.539701633E1,-1.257803798E0,8.675271869E-1,7.681073546E-1
4.540705633E1,-6.490872800E-2,1.141238451E0,4.934802651E-1
4.541712733E1,6.546269655E-1,8.800603151E-1,4.127481878E-1
4.542719833E1,1.170404553E0,4.513241053E-1,3.263006508E-1
4.543723833E1,1.432429552E0,3.082732484E-2,1.668238938E-1
4.544730933E1,1.393741012E0,-3.710532784E-1,2.457992360E-2
4.545738033E1,1.647408724E0,-3.341040313E-1,-2.667337060E-1
4.546742033E1,2.015713453E0,-7.163200993E-3,-6.766383648E-1
4.547749133E1,2.407378912E0,6.360430121E-1,-1.011187077E0
4.548756233E1,2.986885309E0,1.443297982E0,-1.028923154E0
4.549760233E1,3.452854872E0,1.976811767E0,-7.493847609E-1
4.550767333E1,3.505861282E0,1.913496375E0,-3.628759086E-1
4.551771333E1,3.162827730E0,1.485377431E0,-1.769752353E-1
4.552778433E1,2.457604647E0,9.298949838E-1,-2.014289200E-1
4.553785533E1,1.476690054E0,4.181853831E-1,-2.524333298E-1
4.554789533E1,3.493178189E-1,3.407872617E-1,-7.378475368E-2
4.555796633E1,-7.435298562E-1,4.264822900E-1,3.509375155E-1
4.556803733E1,-1.662699580E0,3.415655494E-1,9.343932271E-1
4.557807733E1,-2.477671146E0,-1.503815174E0,1.309796095E0
4.558814833E1,-2.762065172E0,-1.764510512E0,9.506481290E-1
4.559818833E1,-8.932524323E-1,4.876822233E-1,6.848686337E-1
4.560825933E1,1.519963145E0,3.788670301E0,7.300443649E-1
4.561833033E1,2.933976650E0,5.680378437E0,8.491557837E-1
4.562837033E1,3.703364611E0,6.917650223E0,7.469916344E-1
4.563844133E1,4.497801304E0,7.948109627E0,-7.495494187E-2
4.564851133E1,5.416269302E0,7.698658943E0,-1.931901574E0
4.565855233E1,6.185890675E0,5.774955273E0,-4.419539928E0
4.566862233E1,6.480079651E0,1.972715497E0,-5.948663712E0
4.567869333E1,5.881668091E0,-6.405708194E-1,-5.950862885E0
4.568873433E1,4.936866760E0,-1.154730320E0,-4.540218353E0
4.569880433E1,3.268519878E0,-1.402723193E0,-2.264860868E0
4.570884533E1,1.309952259E0,-1.579618096E0,-2.234525532E-1
4.571891533E1,1.714586616E-1,-5.344708562E-1,6.908702850E-1
4.572898633E1,6.290689111E-2,2.529393435E-1,6.663244367E-1
4.573902733E1,4.002033770E-1,3.888742030E-1,4.956960082E-1
4.574909733E1,6.935005188E-1,5.206383467E-1,4.694444239E-1
4.575916833E1,8.150367141E-1,7.634912729E-1,6.135446429E-1
4.576920833E1,9.004549384E-1,9.105779529E-1,8.293858171E-1
4.577927933E1,9.872872829E-1,1.051553130E0,1.059245944E0
4.578932033E1,1.042359710E0,1.461554408E0,1.170907259E0
4.579939033E1,1.022807479E0,1.635609984E0,1.228768945E0
4.580946133E1,8.488761783E-1,1.343630314E0,1.223810911E0
4.581950133E1,5.010253191E-1,5.902869105E-1,1.206328869E0
4.582957233E1,-7.531121373E-2,-3.173305988E-1,1.224942803E0
4.583964333E1,-9.972897768E-1,-9.370368123E-1,1.199461818E0
4.584968333E1,-1.667326212E0,-1.370115519E0,1.127183318E0
4.585975433E1,-1.924339175E0,-1.383326769E0,8.549197316E-1
4.586979433E1,-1.985878348E0,-1.239024162E0,4.868276715E-1
4.587986533E1,-2.006831408E0,-1.112523556E0,1.268186420E-1
4.588993633E1,-2.061194181E0,-1.154285073E0,-1.412479579E-1
4.589997633E1,-2.138225794E0,-1.386349916E0,-3.427628875E-1
4.591004733E1,-2.194084167E0,-1.513843656E0,-5.535041690E-1
4.592011833E1,-2.181116104E0,-1.637024999E0,-7.091094851E-1
4.593015833E1,-2.054432869E0,-1.623032689E0,-8.178822994E-1
4.594022933E1,-1.811711550E0,-1.474065065E0,-8.421087861E-1
4.595030033E1,-1.467380881E0,-1.210678935E0,-7.900536060E-1
4.596034033E1,-1.058948278E0,-8.762004375E-1,-7.004718184E-1
4.597041133E1,-6.608703732E-1,-5.434975624E-1,-6.491164565E-1
4.598045133E1,-3.219749331E-1,-4.125706851E-1,-6.629851460E-1
4.599052233E1,3.179778904E-2,-4.711522460E-1,-7.358641028E-1
4.600059333E1,5.371482968E-1,-5.107563734E-1,-7.535222173E-1
4.601063333E1,1.234579325E0,-3.857351243E-1,-6.417927146E-1
4.602070433E1,2.173899889E0,1.911628723E0,-5.298933983E-1
4.603077533E1,3.283590555E0,5.484140396E0,-8.144077063E-1
4.604083425E1,3.563899517E0,5.748701096E0,-6.964448094E-1
4.605090525E1,3.111536503E0,3.728372574E0,-6.156147122E-1
4.606094525E1,1.184824824E0,2.012576818E0,8.696265519E-2
4.607101625E1,-2.428237915E0,-1.443219185E0,1.016617656E0
4.608108725E1,-5.083435059E0,-3.939261436E0,1.554274678E0
4.609112725E1,-6.196443558E0,-4.136825562E0,1.593991160E0
4.610119825E1,-6.899889469E0,-4.139550209E0,1.747497797E0
4.611126825E1,-7.154818535E0,-4.064641953E0,1.885160089E0
4.612130925E1,-6.911005974E0,-3.864403963E0,2.185301542E0
4.613138025E1,-5.945594311E0,-2.057762384E0,2.343821287E0
4.614145025E1,-4.302757740E0,2.028435096E-2,2.304007053E0
4.615149125E1,-1.697973967E0,1.303613663E0,1.512124300E0
4.616156125E1,-1.596440934E-2,7.836043835E-1,7.320145965E-1
4.617160225E1,7.733949423E-1,4.335083961E-1,4.391827285E-1
4.618167325E1,1.160657525E0,3.781713843E-1,4.245643914E-1
4.619174325E1,1.271466613E0,2.795768976E-1,4.185546935E-1
4.620178425E1,1.130018592E0,4.571194574E-2,3.532790244E-1
4.621185425E1,1.168674946E0,-7.745259255E-2,4.117140770E-1
4.622192525E1,1.564594269E0,-3.495839983E-2,4.547313452E-1
4.623196525E1,1.805305958E0,3.266789392E-2,3.940977454E-1
4.624203625E1,1.937315941E0,1.471070647E-1,4.214548469E-1
4.625207725E1,2.146676302E0,3.015325963E-1,5.948833823E-1
4.626214725E1,2.406292677E0,5.608612895E-1,7.188087702E-1
4.627221825E1,2.536744356E0,7.843963504E-1,6.922567487E-1
4.628225825E1,2.401569366E0,9.737522006E-1,4.783338010E-1
4.629232925E1,2.049759388E0,1.530542731E0,-3.185166791E-2
4.630240025E1,1.468423367E0,2.614567757E0,-8.592023253E-1
4.631244025E1,3.315468132E-1,1.836264014E0,-1.365242600E0
4.632251125E1,-7.303844690E-1,-1.815747917E-1,-1.434342623E0
4.633255125E1,-6.873485446E-1,-6.668653488E-1,-8.774296045E-1
4.634262225E1,-6.301695108E-2,-2.251526862E-1,1.485678852E-1
4.635269325E1,4.602228105E-1,3.597898781E-1,1.297680378E0
4.636273325E1,6.862909198E-1,9.878047109E-1,2.233516693E0
4.637280425E1,9.912588596E-1,1.802742124E0,2.831795931E0
4.638287525E1,1.398904681E0,2.750084400E0,3.066002846E0
4.639291525E1,1.775843740E0,3.930545092E0,2.774395227E0
4.640298625E1,1.867805243E0,4.807147503E0,1.619063973E0
4.641305725E1,2.257202864E0,4.658309460E0,-2.150529027E-1
4.642309725E1,2.644421339E0,3.627835751E0,-1.935743690E0
4.643316825E1,3.002683401E0,1.631045461E0,-3.007824183E0
4.644320825E1,3.570337772E0,3.411291242E-1,-3.747541904E0
4.645327925E1,4.338790894E0,-8.700545877E-2,-4.209606171E0
4.646335025E1,4.903978825E0,3.997437656E-2,-4.383498669E0
4.647339025E1,5.234386921E0,9.372239709E-1,-4.284950256E0
4.648346125E1,5.347460747E0,2.218289852E0,-3.804928541E0
4.649353225E1,4.901507378E0,2.908817053E0,-2.786337852E0
4.650357225E1,3.848259211E0,2.438251734E0,-1.440138698E0
4.651364325E1,2.275223732E0,1.353325009E0,-2.312142998E-1
4.652368325E1,8.812330961E-1,1.857511848E-1,3.191707730E-1
4.653375425E1,3.074582517E-1,-6.910863519E-1,3.365492225E-1
4.654382525E1,1.181154847E-1,-1.156065345E0,2.465897948E-1
4.655386525E1,-2.909766510E-2,-1.262313008E0,2.839853466E-1
4.656393625E1,-1.014896408E-1,-9.470482469E-1,4.842194021E-1
4.657400625E1,-8.126639575E-2,-3.938347995E-1,7.357581854E-1
4.658404725E1,-3.081330284E-2,1.226123720E-1,8.873221278E-1
4.659411825E1,-4.335865378E-2,3.730432689E-1,9.110623598E-1
4.660418825E1,-2.020590305E-1,3.233488500E-1,8.723921776E-1
4.661422925E1,-5.099646449E-1,7.912097871E-2,7.853547335E-1
4.662429925E1,-9.133417606E-1,-1.103602350E-2,6.274370551E-1
4.663434025E1,-1.383888006E0,4.633504748E-1,3.996848166E-1
4.664441125E1,-1.788702369E0,1.116215944E0,1.702420413E-1
4.665448125E1,-2.114616394E0,1.530833721E0,-3.693430871E-2
4.666452225E1,-2.360500336E0,1.687258363E0,-2.143716812E-1
4.667459225E1,-2.467729807E0,1.688828468E0,-4.026270807E-1
4.668466325E1,-2.345136881E0,1.563400745E0,-6.190312505E-1
4.669470425E1,-1.943041086E0,1.278011084E0,-8.638277054E-1
4.670477425E1,-1.342585683E0,8.710324168E-1,-1.037889600E0
4.671481525E1,-6.680770516E-1,2.819734216E-1,-1.008487463E0
4.672488525E1,-1.661915928E-1,-2.523156404E-1,-7.947884798E-1
4.673495625E1,1.703116000E-1,-5.230789781E-1,-5.393719077E-1
4.674499625E1,4.176990092E-1,-3.721106052E-1,-2.763304114E-1
4.675506725E1,6.007676125E-1,1.529553235E-1,-3.636281565E-2
4.676513825E1,7.005586624E-1,9.989103675E-1,2.092948705E-1
4.677517825E1,7.092171311E-1,2.055856466E0,4.992997944E-1
4.678524925E1,8.006788492E-1,3.561974764E0,6.050214171E-1
4.679532025E1,6.231780648E-1,3.805057049E0,7.382423282E-1
4.680536025E1,1.108485367E-2,2.513957262E0,6.860846281E-1
4.681543125E1,-2.893226385E0,-3.304479122E0,2.250855714E-1
4.682547125E1,-5.938004971E0,-8.397352219E0,-1.700904965E-1
4.683554225E1,-7.310601234E0,-9.487273216E0,-6.254271418E-2
4.684561325E1,-7.116765022E0,-7.888792992E0,7.901473641E-1
4.685565325E1,-5.995403290E0,-5.215915680E0,1.522112131E0
4.686572425E1,-5.263768196E0,-4.033429623E0,1.971753597E0
4.687579525E1,-4.934527874E0,-3.143892527E0,2.417042494E0
4.688583525E1,-4.710099697E0,-2.321178436E0,2.817241430E0
4.689590625E1,-4.487150669E0,-1.677474976E0,3.023041487E0
4.690594625E1,-3.934031010E0,-6.859287620E-1,2.470693350E0
4.691601725E1,-2.870114088E0,2.884674966E-1,1.291050792E0
4.692608825E1,-1.591018319E0,8.367534280E-1,7.116762549E-2
4.693612825E1,-5.655351877E-1,8.904235959E-1,-3.000421524E-1
4.694619925E1,5.238931775E-1,9.613364935E-1,-2.714723051E-1
4.695627025E1,1.512177110E0,1.168134451E0,3.847066313E-2
4.696631025E1,2.118209839E0,1.136085033E0,3.997860253E-1
4.697638125E1,2.489053965E0,1.009356380E0,6.401035190E-1
4.698642125E1,2.731438160E0,1.045194983E0,6.066467166E-1
4.699649225E1,3.044369936E0,1.365655303E0,3.669129908E-1
4.700656325E1,3.266030073E0,1.774718881E0,-4.273018613E-2
4.701660325E1,3.188425541E0,2.317395687E0,-4.547430575E-1
4.702667425E1,2.768031597E0,2.764662743E0,-6.097387671E-1
4.703674588E1,2.216072083E0,3.001217604E0,-5.380579233E-1
4.704678587E1,1.648877859E0,3.011613369E0,-4.147101045E-1
4.705685687E1,1.185004234E0,2.772059917E0,-3.175089955E-1
4.706692688E1,9.057857394E-1,2.492964268E0,-2.392916679E-1
4.707696788E1,7.248660326E-1,2.249191284E0,-1.868436337E-1
4.708703787E1,4.430443943E-1,1.826152086E0,-8.518922329E-2
4.709707887E1,1.394791752E-1,1.319374919E0,7.516716421E-2
4.710714988E1,1.252088603E-2,1.101167917E0,2.845749855E-1
4.711721987E1,1.047930270E-1,1.143754840E0,6.020848155E-1
4.712726087E1,4.306227565E-1,1.448163152E0,1.024427772E0
4.713733088E1,9.379182458E-1,2.147685289E0,1.564057469E0
4.714740188E1,1.475985289E0,3.224411964E0,2.384392738E0
4.715744287E1,1.777166724E0,3.478892326E0,3.585657120E0
4.716751288E1,1.699588656E0,2.748136997E0,4.539700985E0
4.717755388E1,2.059075356E0,1.911400318E0,4.843468189E0
4.718762387E1,2.469588280E0,1.165296912E0,4.366545677E0
4.719769487E1,3.112979412E0,5.447307825E-1,3.075472116E0
4.720773588E1,3.787563801E0,-1.625506580E-1,1.438223600E0
4.721780587E1,3.466559172E0,-6.586123705E-1,-1.429060474E-3
4.722787687E1,2.633212805E0,-1.190756202E0,-1.065010667E0
4.723791688E1,1.751435399E0,-7.134503126E-1,-1.815157890E0
4.724798788E1,1.283265471E0,9.844624996E-1,-2.425507307E0
4.725805887E1,1.326333642E0,2.765897512E0,-2.856592655E0
4.726809887E1,2.021259546E0,4.158116341E0,-3.201082706E0
4.727816988E1,3.001005411E0,4.636728764E0,-3.623045683E0
4.728820987E1,3.966726303E0,4.785779953E0,-4.145719051E0
4.729828087E1,4.648524284E0,4.262456894E0,-4.341556549E0
4.730835188E1,4.735284805E0,3.449643373E0,-3.722313166E0
4.731839188E1,4.225061893E0,3.235806465E0,-2.472392321E0
4.732846287E1,3.176298857E0,3.053698301E0,-1.158003688E0
4.733853387E1,1.464313149E0,1.707871914E0,-1.554678679E-1
4.734857388E1,-2.007748336E-1,-3.015684485E-1,-5.793122947E-2
4.735864487E1,-1.265016317E0,-1.261814833E0,-2.233441621E-1
4.736868487E1,-1.818728447E0,-1.351841807E0,-1.705339551E-1
4.737875588E1,-1.928305626E0,-7.444238067E-1,9.059431404E-2
4.738882688E1,-1.696888685E0,2.453919798E-1,3.465217054E-1
4.739886687E1,-1.364943504E0,9.478155971E-1,4.952984154E-1
4.740893787E1,-1.128466129E0,1.034999728E0,5.382847786E-1
4.741900888E1,-1.045574069E0,6.309593320E-1,5.107796192E-1
4.742904887E1,-1.059538484E0,2.459206805E-2,4.533189833E-1
4.743911987E1,-1.097464561E0,-6.220468879E-1,3.904060721E-1
4.744915988E1,-1.154811859E0,-1.025778174E0,3.093019128E-1
4.745923088E1,-1.210767984E0,-1.079614520E0,2.107180655E-1
4.746930187E1,-1.256263137E0,-9.194526672E-1,6.086681038E-2
4.747934187E1,-1.278138041E0,-7.042534947E-1,-1.356595606E-1
4.748941288E1,-1.319074273E0,-5.658810139E-1,-3.455781639E-1
4.749948387E1,-1.379322767E0,-5.676198006E-1,-5.221760869E-1
4.750952387E1,-1.404322028E0,-6.178013086E-1,-6.354255080E-1
4.751959488E1,-1.351541877E0,-6.277455091E-1,-7.037795186E-1
4.752966488E1,-1.179749131E0,-5.046803951E-1,-7.764320970E-1
4.753970587E1,-8.059681654E-1,-3.063438833E-1,-8.782131076E-1
4.754977687E1,-1.470327377E-1,-7.630157471E-2,-1.024789691E0
4.755981688E1,6.774731278E-1,1.733343452E-1,-1.079915047E0
4.756988787E1,1.328908920E0,1.203309968E-1,-8.492341042E-1
4.757995787E1,1.558390260E0,7.819739729E-2,-3.899973333E-1
4.758999888E1,1.265552998E0,8.571727872E-1,9.988661855E-2
4.760006988E1,9.157562852E-1,3.405003786E0,2.332798243E-1
4.761013987E1,2.558801323E-2,5.196327686E0,2.325709015E-1
4.762018087E1,-1.040182710E0,4.748456001E0,-3.360699117E-2
4.763025088E1,-1.816753626E0,2.022213936E0,-3.084936440E-1
4.764029187E1,-3.374807358E0,-2.341793060E0,-7.563659549E-1
4.765036187E1,-5.677694798E0,-6.794984818E0,-1.260502696E0
4.766043288E1,-7.256935596E0,-8.679037094E0,-1.054141521E0
4.767047388E1,-7.359541893E0,-6.871153831E0,-6.212483644E-1
4.768054387E1,-6.015135288E0,-3.562810659E0,-1.692687869E0
4.769061487E1,-5.568973541E0,-3.425856829E0,-2.448760986E0
4.770065488E1,-5.763545513E0,-4.926700115E0,-7.026138306E-1
4.771072587E1,-5.245135307E0,-4.601422787E0,9.044939280E-1
4.772079687E1,-4.769842148E0,-4.107160091E0,5.154822469E-1
4.773083688E1,-4.691102028E0,-3.377886534E0,-9.291705489E-1
4.774090788E1,-4.678574562E0,-1.853512526E0,-1.185108781E0
4.775094787E1,-2.850423574E0,-1.974619031E0,-2.793957293E-1
4.776101887E1,1.355046406E-2,-2.202018738E0,1.304709196E0
4.777108988E1,2.134785950E-1,9.596361220E-2,1.748025060E0
4.778112987E1,2.340507135E-2,9.855816364E-1,1.868257761E0
4.779120087E1,-1.055609062E-2,1.162853122E0,2.003173113E0
4.780127188E1,6.015083566E-2,1.348487496E0,2.060662031E0
4.781131188E1,2.296596318E-1,1.397762656E0,2.015598297E0
4.782138287E1,5.127057433E-1,1.216061354E0,1.873197079E0
4.783142288E1,1.003348351E0,1.003350735E0,1.587495923E0
4.784149388E1,1.547059894E0,7.783660293E-1,1.314682961E0
4.785156487E1,2.115536928E0,3.746199012E-1,1.073538065E0
4.786160487E1,2.722148180E0,2.796545625E-3,8.203641176E-1
4.787167588E1,3.130257368E0,-3.109070957E-1,6.214206219E-1
4.788174688E1,3.286330462E0,-5.894727111E-1,3.947975934E-1
4.789178687E1,3.289398909E0,-6.486423612E-1,1.619017869E-1
4.790185787E1,3.239981890E0,-3.603833914E-1,-3.478944302E-2
4.791189788E1,3.128204346E0,-1.542736404E-2,-7.572966814E-2
4.792196887E1,3.043859005E0,9.138403833E-2,1.640783995E-1
4.793203987E1,2.986074924E0,-2.073536664E-1,6.118990779E-1
4.794207988E1,3.049808502E0,-3.139706254E-1,7.786473036E-1
4.795215088E1,3.148802519E0,-1.807092577E-1,6.326884627E-1
4.796222187E1,3.160286188E0,1.103444248E-1,5.643176436E-1
4.797226188E1,3.131761312E0,6.261581182E-1,9.667093754E-1
4.798233288E1,3.136548281E0,1.074463248E0,1.506575465E0
4.799240287E1,3.230904341E0,1.285355806E0,1.818627954E0
